battery_soc,cadence,distance,enhanced_speed,gps_accuracy,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,76,24066.66,8.318,2,111,17.5,50.0,84.5,50.5347671,-84.8346461,321,18.5,90.0,8.318,2022-03-20 23:15:32,10.0,-59.60000000000002,-59.60000000000002,-0.13,2022,3,20,23,4.47,124.0
,80,24074.99,8.584,2,111,23.5,42.0,86.0,50.534836,-84.8345693,178,17.5,87.0,8.584,2022-03-20 23:15:33,10.0,-59.80000000000001,-59.80000000000001,-0.9,2022,3,20,23,4.47,124.0
,82,24083.1,8.274,2,110,24.5,42.0,83.0,50.5349031,-84.8344945,176,18.5,88.5,8.274,2022-03-20 23:15:34,10.0,-60.0,-60.0,-1.92,2022,3,20,23,4.47,124.0
,83,24091.6,8.019,3,110,26.0,43.0,84.0,50.5349758,-84.83442,205,18.5,88.5,8.019,2022-03-20 23:15:35,10.0,-60.0,-60.0,-2.3,2022,3,20,23,4.47,124.0
,83,24099.06,8.287,3,111,29.0,45.0,95.5,50.5350415,-84.8343581,250,16.0,80.5,8.287,2022-03-20 23:15:36,10.0,-60.19999999999999,-60.19999999999999,-2.19,2022,3,20,23,4.47,124.0
,84,24108.85,9.019,2,110,29.0,51.0,95.0,50.5351273,-84.8342761,334,17.0,81.0,9.019,2022-03-20 23:15:37,10.0,-60.19999999999999,-60.19999999999999,-2.16,2022,3,20,23,4.47,124.0
,86,24117.93,9.391,2,109,27.0,47.0,90.5,50.5352035,-84.834194,352,24.5,86.0,9.391,2022-03-20 23:15:38,10.0,-60.19999999999999,-60.19999999999999,-1.96,2022,3,20,23,4.47,124.0
,89,24128.0,9.637,2,109,27.0,48.0,91.5,50.5352889,-84.8341046,339,29.0,91.5,9.637,2022-03-20 23:15:39,10.0,-60.39999999999998,-60.39999999999998,-1.39,2022,3,20,23,4.47,124.0
,92,24137.87,10.068,2,108,27.5,50.0,92.5,50.5353727,-84.8340169,297,28.0,93.5,10.068,2022-03-20 23:15:40,10.0,-60.39999999999998,-60.39999999999998,-1.06,2022,3,20,23,4.47,124.0
,95,24147.83,9.926,3,108,26.0,51.0,87.0,50.5354572,-84.8339285,230,21.5,88.5,9.926,2022-03-20 23:15:41,10.0,-60.39999999999998,-60.39999999999998,-0.97,2022,3,20,23,4.47,124.0
,96,24158.4,9.888,3,107,22.5,52.0,77.0,50.5355505,-84.8338414,233,26.5,84.0,9.888,2022-03-20 23:15:42,10.0,-60.39999999999998,-60.39999999999998,-0.46,2022,3,20,23,4.47,124.0
,98,24168.53,9.908,3,107,28.5,56.0,89.5,50.5356399,-84.8337579,291,23.0,76.0,9.908,2022-03-20 23:15:43,10.0,-60.19999999999999,-60.19999999999999,0.0,2022,3,20,23,4.47,124.0
,99,24176.79,9.921,3,107,28.5,53.0,92.0,50.5357123,-84.8336887,322,24.5,77.0,9.921,2022-03-20 23:15:44,10.0,-60.19999999999999,-60.19999999999999,0.0,2022,3,20,23,4.47,124.0
,101,24189.14,10.335,3,107,26.0,45.0,90.0,50.5358176,-84.8335798,323,29.0,83.5,10.335,2022-03-20 23:15:45,10.0,-60.39999999999998,-60.39999999999998,0.0,2022,3,20,23,4.47,124.0
,102,24199.34,9.989,3,106,23.0,47.0,85.0,50.5359035,-84.8334882,251,34.0,94.5,9.989,2022-03-20 23:15:46,10.0,-60.60000000000002,-60.60000000000002,0.0,2022,3,20,23,4.47,124.0
,102,24209.65,10.179,3,105,19.0,42.0,68.5,50.5359925,-84.8333994,218,26.0,84.5,10.179,2022-03-20 23:15:47,10.0,-60.39999999999998,-60.39999999999998,0.0,2022,3,20,23,4.47,124.0
,102,24220.08,10.372,3,105,21.5,48.0,73.5,50.5360853,-84.8333149,253,24.5,82.5,10.372,2022-03-20 23:15:48,10.0,-60.39999999999998,-60.39999999999998,0.0,2022,3,20,23,4.47,124.0
,102,24230.36,10.526,3,104,25.0,55.0,82.5,50.5361804,-84.8332392,311,24.5,83.0,10.526,2022-03-20 23:15:49,10.0,-60.80000000000001,-60.80000000000001,-0.14,2022,3,20,23,4.47,124.0
,102,24242.61,10.352,3,103,24.0,51.0,85.0,50.5362908,-84.8331429,419,27.5,83.5,10.352,2022-03-20 23:15:50,10.0,-61.0,-61.0,-0.84,2022,3,20,23,4.47,124.0
,102,24253.17,10.35,3,103,26.0,50.0,88.0,50.5363942,-84.8330806,416,27.5,83.5,10.35,2022-03-20 23:15:51,10.0,-60.80000000000001,-60.80000000000001,-1.25,2022,3,20,23,4.47,124.0
,103,24263.71,10.121,3,103,25.5,53.0,92.5,50.5364816,-84.8329837,196,26.0,85.5,10.121,2022-03-20 23:15:52,10.0,-60.80000000000001,-60.80000000000001,-0.62,2022,3,20,23,4.47,124.0
,70,24275.01,9.472,3,102,33.0,54.0,95.0,50.5365798,-84.8328874,258,28.0,91.5,9.472,2022-03-20 23:15:53,10.0,-61.0,-61.0,-0.59,2022,3,20,23,4.47,124.0
,74,24283.99,10.09,3,102,38.0,54.0,95.5,50.5366553,-84.8328066,381,29.5,94.5,10.09,2022-03-20 23:15:54,10.0,-61.60000000000002,-61.60000000000002,-1.3,2022,3,20,23,4.47,124.0
,98,24295.75,10.162,3,102,35.0,53.0,95.5,50.5367573,-84.8327061,421,26.0,89.5,10.162,2022-03-20 23:15:55,10.0,-61.80000000000001,-61.80000000000001,-1.21,2022,3,20,23,4.47,124.0
,98,24304.99,9.932,3,103,28.0,49.0,95.0,50.5368389,-84.8326301,421,18.5,77.0,9.932,2022-03-20 23:15:56,10.0,-61.60000000000002,-61.60000000000002,-1.09,2022,3,20,23,4.47,124.0
,98,24315.87,9.917,3,103,27.5,47.0,93.0,50.5369312,-84.8325333,371,27.5,87.5,9.917,2022-03-20 23:15:57,10.0,-61.39999999999998,-61.39999999999998,-1.51,2022,3,20,23,4.47,124.0
,98,24326.02,10.044,3,104,29.0,48.0,91.5,50.5370129,-84.832436,331,32.5,93.5,10.044,2022-03-20 23:15:58,10.0,-61.19999999999999,-61.19999999999999,-1.14,2022,3,20,23,4.47,124.0
,98,24336.03,10.018,3,104,29.0,49.0,91.0,50.5370959,-84.8323438,299,32.5,94.5,10.018,2022-03-20 23:15:59,10.0,-61.0,-61.0,0.03,2022,3,20,23,4.47,124.0
,98,24346.58,9.765,3,105,28.0,48.0,90.5,50.5371845,-84.8322486,272,32.0,95.5,9.765,2022-03-20 23:16:00,10.0,-61.0,-61.0,0.75,2022,3,20,23,4.47,124.0
,97,24356.44,9.738,3,106,28.0,49.0,90.5,50.5372666,-84.8321584,260,32.0,95.5,9.738,2022-03-20 23:16:01,10.0,-61.19999999999999,-61.19999999999999,1.05,2022,3,20,23,4.47,124.0
,96,24366.46,9.972,3,106,25.0,49.0,85.5,50.5373485,-84.8320643,250,24.0,81.5,9.972,2022-03-20 23:16:02,10.0,-61.19999999999999,-61.19999999999999,1.04,2022,3,20,23,4.47,124.0
,98,24376.51,10.311,3,109,26.0,47.0,86.0,50.5374286,-84.8319668,337,24.5,82.0,10.311,2022-03-20 23:16:03,10.0,-61.19999999999999,-61.19999999999999,0.41,2022,3,20,23,4.47,124.0
,100,24385.96,10.119,3,111,28.0,45.0,87.5,50.5375075,-84.8318808,269,27.0,86.0,10.119,2022-03-20 23:16:04,10.0,-61.19999999999999,-61.19999999999999,0.0,2022,3,20,23,4.47,124.0
,100,24397.39,10.294,3,113,25.0,54.0,87.0,50.5376018,-84.8317748,248,26.5,85.0,10.294,2022-03-20 23:16:05,10.0,-61.19999999999999,-61.19999999999999,0.0,2022,3,20,23,4.47,124.0
,100,24408.24,10.397,3,113,23.0,52.0,80.5,50.5376873,-84.8316679,264,23.0,77.5,10.397,2022-03-20 23:16:06,10.0,-61.19999999999999,-61.19999999999999,0.0,2022,3,20,23,4.47,124.0
,100,24418.47,10.191,3,113,20.5,51.0,77.5,50.5377702,-84.8315707,258,22.0,76.0,10.191,2022-03-20 23:16:07,10.0,-61.19999999999999,-61.19999999999999,0.0,2022,3,20,23,4.47,124.0
,100,24428.43,10.166,3,112,19.5,51.0,77.0,50.5378482,-84.8314719,255,22.5,75.5,10.166,2022-03-20 23:16:08,10.0,-61.39999999999998,-61.39999999999998,0.0,2022,3,20,23,4.47,124.0
,100,24439.39,10.067,3,112,25.5,51.0,82.5,50.5379273,-84.8313546,264,24.0,77.0,10.067,2022-03-20 23:16:09,10.0,-61.19999999999999,-61.19999999999999,0.0,2022,3,20,23,4.47,124.0
,100,24449.51,10.055,3,113,24.0,51.0,81.5,50.5380063,-84.8312539,279,25.0,78.0,10.055,2022-03-20 23:16:10,10.0,-61.19999999999999,-61.19999999999999,0.0,2022,3,20,23,4.47,124.0
,99,24459.76,10.037,3,113,30.0,50.0,94.0,50.5380879,-84.831154,310,26.0,82.0,10.037,2022-03-20 23:16:11,10.0,-61.39999999999998,-61.39999999999998,0.0,2022,3,20,23,4.47,124.0
,99,24469.6,10.015,3,113,31.0,44.0,97.0,50.538166,-84.8310583,332,33.5,92.5,10.015,2022-03-20 23:16:12,10.0,-61.39999999999998,-61.39999999999998,0.0,2022,3,20,23,4.47,124.0
,99,24480.03,10.156,3,112,29.5,44.0,94.0,50.538251,-84.8309597,310,35.5,97.5,10.156,2022-03-20 23:16:13,10.0,-61.60000000000002,-61.60000000000002,0.0,2022,3,20,23,4.47,124.0
,99,24489.63,10.271,3,111,27.5,46.0,90.5,50.5383331,-84.8308758,261,35.0,98.5,10.271,2022-03-20 23:16:14,10.0,-61.60000000000002,-61.60000000000002,-0.06,2022,3,20,23,4.47,124.0
,99,24501.47,10.182,3,111,27.5,45.0,90.5,50.5384368,-84.8307763,209,35.0,98.5,10.182,2022-03-20 23:16:15,10.0,-61.60000000000002,-61.60000000000002,-0.31,2022,3,20,23,4.47,124.0
,99,24511.42,9.919,3,110,21.0,50.0,74.5,50.5385257,-84.8306965,201,20.0,67.0,9.919,2022-03-20 23:16:16,10.0,-61.39999999999998,-61.39999999999998,-0.21,2022,3,20,23,4.47,124.0
,98,24521.98,9.893,3,110,24.0,51.0,77.0,50.5386132,-84.8305991,236,20.0,69.5,9.893,2022-03-20 23:16:17,10.0,-61.19999999999999,-61.19999999999999,0.22,2022,3,20,23,4.47,124.0
,98,24531.05,9.798,3,112,25.0,50.0,78.5,50.5386886,-84.8305159,276,20.5,72.0,9.798,2022-03-20 23:16:18,10.0,-61.19999999999999,-61.19999999999999,0.24,2022,3,20,23,4.47,124.0
,97,24540.33,9.642,3,115,25.0,50.0,79.0,50.5387658,-84.8304311,302,22.0,74.5,9.642,2022-03-20 23:16:19,10.0,-61.19999999999999,-61.19999999999999,0.4,2022,3,20,23,4.47,124.0
,96,24550.75,9.723,3,117,25.5,50.0,80.5,50.5388542,-84.8303385,328,25.5,79.5,9.723,2022-03-20 23:16:20,10.0,-61.39999999999998,-61.39999999999998,0.64,2022,3,20,23,4.47,124.0
,96,24560.21,9.521,3,120,27.5,51.0,88.0,50.538935,-84.8302556,322,26.5,84.0,9.521,2022-03-20 23:16:21,10.0,-61.80000000000001,-61.80000000000001,0.2,2022,3,20,23,4.47,124.0
,96,24568.98,9.323,3,122,26.5,52.0,88.0,50.5390087,-84.8301763,350,25.5,83.0,9.323,2022-03-20 23:16:22,10.0,-61.80000000000001,-61.80000000000001,-0.66,2022,3,20,23,4.47,124.0
,96,24578.49,9.538,3,123,25.0,53.0,88.0,50.539092,-84.8300968,393,24.0,81.5,9.538,2022-03-20 23:16:23,10.0,-62.19999999999999,-62.19999999999999,-1.3,2022,3,20,23,4.47,124.0
,95,24587.18,8.887,3,124,27.0,53.0,95.0,50.539167,-84.8300219,317,25.5,86.5,8.887,2022-03-20 23:16:24,10.0,-62.19999999999999,-62.19999999999999,-1.73,2022,3,20,23,4.47,124.0
,95,24596.87,8.902,3,125,25.5,53.0,90.0,50.5392513,-84.8299397,364,26.0,94.5,8.902,2022-03-20 23:16:25,10.0,-62.19999999999999,-62.19999999999999,-2.0,2022,3,20,23,4.47,124.0
,96,24606.47,9.389,3,126,25.5,52.0,89.5,50.5393357,-84.8298596,329,26.0,95.0,9.389,2022-03-20 23:16:26,10.0,-62.39999999999998,-62.39999999999998,-1.93,2022,3,20,23,4.47,124.0
,95,24615.34,9.535,3,126,24.0,50.0,86.0,50.5394154,-84.8297892,344,24.5,91.0,9.535,2022-03-20 23:16:27,10.0,-62.19999999999999,-62.19999999999999,-1.48,2022,3,20,23,4.47,124.0
,95,24625.38,9.13,3,128,23.5,51.0,85.0,50.5395069,-84.8297121,364,23.5,87.0,9.13,2022-03-20 23:16:28,10.0,-62.19999999999999,-62.19999999999999,-0.54,2022,3,20,23,4.47,124.0
,94,24633.99,8.794,3,128,25.0,53.0,90.0,50.539585,-84.8296455,335,23.5,87.5,8.794,2022-03-20 23:16:29,10.0,-62.19999999999999,-62.19999999999999,0.0,2022,3,20,23,4.47,124.0
,94,24643.64,9.148,3,129,26.0,50.0,91.5,50.5396706,-84.8295666,246,24.5,91.5,9.148,2022-03-20 23:16:30,10.0,-62.19999999999999,-62.19999999999999,0.0,2022,3,20,23,4.47,124.0
,94,24652.87,9.256,3,129,24.5,54.0,89.0,50.5397559,-84.8294987,305,24.0,87.5,9.256,2022-03-20 23:16:31,10.0,-62.0,-62.0,0.0,2022,3,20,23,4.47,124.0
,94,24662.19,9.02,3,129,23.5,56.0,87.0,50.5398424,-84.8294306,338,23.5,83.5,9.02,2022-03-20 23:16:32,10.0,-61.80000000000001,-61.80000000000001,0.0,2022,3,20,23,4.47,124.0
,94,24671.38,9.411,3,129,25.0,53.0,89.0,50.5399262,-84.8293605,359,24.0,85.0,9.411,2022-03-20 23:16:33,10.0,-61.80000000000001,-61.80000000000001,0.07,2022,3,20,23,4.47,124.0
,95,24680.52,9.673,3,130,28.0,47.0,93.0,50.5400111,-84.8292941,381,26.0,88.5,9.673,2022-03-20 23:16:34,10.0,-61.80000000000001,-61.80000000000001,0.46,2022,3,20,23,4.47,124.0
,96,24690.89,9.1,3,131,28.0,47.0,93.5,50.5401082,-84.8292205,459,26.0,89.0,9.1,2022-03-20 23:16:35,10.0,-61.80000000000001,-61.80000000000001,0.67,2022,3,20,23,4.47,124.0
,98,24699.28,9.219,3,131,27.5,45.0,93.5,50.5401864,-84.8291601,449,31.0,95.5,9.219,2022-03-20 23:16:36,10.0,-62.0,-62.0,0.27,2022,3,20,23,4.47,124.0
,101,24709.76,9.711,3,131,26.0,45.0,90.5,50.5402814,-84.8290787,394,32.0,99.0,9.711,2022-03-20 23:16:37,10.0,-62.0,-62.0,0.0,2022,3,20,23,4.47,124.0
,103,24719.83,9.682,3,132,22.0,44.0,80.5,50.5403731,-84.8290013,311,28.5,94.0,9.682,2022-03-20 23:16:38,10.0,-62.0,-62.0,0.0,2022,3,20,23,4.47,124.0
,104,24729.85,9.713,3,133,17.0,41.0,71.0,50.5404646,-84.8289251,234,26.0,87.5,9.713,2022-03-20 23:16:39,10.0,-62.0,-62.0,0.0,2022,3,20,23,4.47,124.0
,104,24739.96,9.623,3,133,21.0,55.0,84.0,50.5405533,-84.8288405,53,23.0,86.5,9.623,2022-03-20 23:16:40,10.0,-62.19999999999999,-62.19999999999999,-0.09,2022,3,20,23,4.47,124.0
,57,24750.44,9.771,3,133,31.0,71.0,90.5,50.5406458,-84.828754,163,22.5,81.5,9.771,2022-03-20 23:16:41,10.0,-62.39999999999998,-62.39999999999998,-0.63,2022,3,20,23,4.47,124.0
,94,24760.46,9.76,3,133,34.0,76.0,92.5,50.5407336,-84.8286701,184,22.0,79.5,9.76,2022-03-20 23:16:42,10.0,-62.60000000000002,-62.60000000000002,-1.29,2022,3,20,23,4.47,124.0
,99,24770.43,9.841,3,132,18.0,73.0,73.5,50.5408208,-84.8285865,173,3.0,95.5,9.841,2022-03-20 23:16:43,10.0,-62.60000000000002,-62.60000000000002,-1.58,2022,3,20,23,4.47,124.0
,98,24779.98,9.278,3,131,19.5,55.0,78.0,50.5408997,-84.828498,159,19.5,70.0,9.278,2022-03-20 23:16:44,10.0,-62.39999999999998,-62.39999999999998,-1.59,2022,3,20,23,4.47,124.0
,97,24789.96,9.274,3,132,17.0,53.0,64.5,50.540983,-84.828407,142,20.0,68.0,9.274,2022-03-20 23:16:45,10.0,-62.39999999999998,-62.39999999999998,-1.0,2022,3,20,23,4.47,124.0
,93,24799.53,9.025,3,132,15.0,49.0,55.5,50.541069,-84.8283313,41,19.5,67.5,9.025,2022-03-20 23:16:46,10.0,-62.39999999999998,-62.39999999999998,-0.25,2022,3,20,23,4.47,124.0
,81,24808.43,8.646,3,133,8.5,30.0,33.0,50.541151,-84.8282648,22,18.0,63.0,8.646,2022-03-20 23:16:47,10.0,-62.39999999999998,-62.39999999999998,0.0,2022,3,20,23,4.47,124.0
,69,24817.44,7.875,3,133,2.5,12.0,11.0,50.5412312,-84.8281919,3,17.0,59.0,7.875,2022-03-20 23:16:48,10.0,-62.39999999999998,-62.39999999999998,0.06,2022,3,20,23,4.47,124.0
,30,24826.0,8.001,3,133,0.0,95.0,94.5,50.5413016,-84.828112,115,8.0,37.0,8.001,2022-03-20 23:16:49,10.0,-62.39999999999998,-62.39999999999998,0.37,2022,3,20,23,4.47,124.0
,85,24836.81,8.228,2,133,0.0,81.0,100.0,50.541399,-84.828027,91,7.5,35.5,8.228,2022-03-20 23:16:50,10.0,-62.39999999999998,-62.39999999999998,0.31,2022,3,20,23,4.47,124.0
,84,24845.49,7.982,2,133,5.5,52.0,76.0,50.5414779,-84.8279601,74,11.0,42.5,7.982,2022-03-20 23:16:51,10.0,-62.39999999999998,-62.39999999999998,0.0,2022,3,20,23,4.47,124.0
,83,24854.32,8.902,2,131,13.0,45.0,44.0,50.5415594,-84.8278946,57,15.0,51.0,8.902,2022-03-20 23:16:52,10.0,-62.19999999999999,-62.19999999999999,0.0,2022,3,20,23,4.47,124.0
,82,24862.97,8.761,2,131,12.5,46.0,42.5,50.5416403,-84.8278331,48,14.5,49.0,8.761,2022-03-20 23:16:53,10.0,-62.19999999999999,-62.19999999999999,0.05,2022,3,20,23,4.47,124.0
,81,24869.79,8.226,2,130,12.0,47.0,40.5,50.5417015,-84.8277788,40,14.0,47.5,8.226,2022-03-20 23:16:54,10.0,-62.0,-62.0,0.41,2022,3,20,23,4.47,124.0
,42,24878.93,7.971,2,130,23.0,73.0,76.5,50.5417822,-84.8277034,81,21.0,69.5,7.971,2022-03-20 23:16:55,10.0,-62.0,-62.0,0.88,2022,3,20,23,4.47,124.0
,74,24886.02,8.044,2,129,26.5,76.0,88.5,50.5418468,-84.8276492,71,23.5,76.5,8.044,2022-03-20 23:16:56,10.0,-61.80000000000001,-61.80000000000001,1.04,2022,3,20,23,4.47,124.0
,74,24894.29,7.512,2,128,24.0,52.0,80.5,50.5419227,-84.8275868,58,22.0,72.0,7.512,2022-03-20 23:16:57,10.0,-62.0,-62.0,0.98,2022,3,20,23,4.47,124.0
,75,24902.19,7.813,2,127,12.5,53.0,40.5,50.5419965,-84.8275307,54,14.5,50.5,7.813,2022-03-20 23:16:58,10.0,-62.0,-62.0,0.47,2022,3,20,23,4.47,124.0
,76,24908.95,7.043,2,127,12.0,50.0,38.0,50.5420576,-84.8274777,39,13.0,47.5,7.043,2022-03-20 23:16:59,10.0,-62.0,-62.0,0.0,2022,3,20,23,4.47,124.0
,78,24914.82,6.14,2,128,11.5,48.0,37.5,50.5421123,-84.8274358,24,12.5,45.0,6.14,2022-03-20 23:17:00,10.0,-62.0,-62.0,0.0,2022,3,20,23,4.47,124.0
,79,24918.88,4.599,2,127,11.5,45.0,37.0,50.5421392,-84.82739,9,11.5,42.5,4.599,2022-03-20 23:17:01,10.0,-62.0,-62.0,0.0,2022,3,20,23,4.47,124.0
,52,24924.05,5.021,2,126,6.0,23.0,53.5,50.5421386,-84.8273151,96,6.0,70.0,5.021,2022-03-20 23:17:02,10.0,-61.80000000000001,-61.80000000000001,0.0,2022,3,20,23,4.47,124.0
,24,24929.56,5.394,2,126,0.0,1.0,71.0,50.5421242,-84.8272378,189,0.0,99.0,5.394,2022-03-20 23:17:03,10.0,-61.80000000000001,-61.80000000000001,0.09,2022,3,20,23,4.47,124.0
,47,24934.55,5.495,2,126,13.5,30.0,88.0,50.5420993,-84.8271738,473,15.0,94.0,5.495,2022-03-20 23:17:04,10.0,-61.80000000000001,-61.80000000000001,0.65,2022,3,20,23,4.47,124.0
,67,24941.38,6.038,2,126,22.0,53.0,97.0,50.5420539,-84.8270964,465,26.0,93.5,6.038,2022-03-20 23:17:05,10.0,-61.80000000000001,-61.80000000000001,1.03,2022,3,20,23,4.47,124.0
,74,24948.29,6.697,2,126,20.0,54.0,94.5,50.5420085,-84.8270176,475,24.0,97.5,6.697,2022-03-20 23:17:06,10.0,-61.80000000000001,-61.80000000000001,0.47,2022,3,20,23,4.47,124.0
,79,24956.94,8.174,2,125,20.5,53.0,91.5,50.5419803,-84.8268983,523,22.5,96.5,8.174,2022-03-20 23:17:07,10.0,-61.80000000000001,-61.80000000000001,0.0,2022,3,20,23,4.47,124.0
,84,24964.7,8.291,2,124,20.5,51.0,91.5,50.5419396,-84.8268003,635,22.5,96.5,8.291,2022-03-20 23:17:08,10.0,-62.0,-62.0,0.0,2022,3,20,23,4.47,124.0
,90,24974.82,9.231,2,124,24.5,49.0,96.5,50.5418905,-84.8266696,727,20.5,96.0,9.231,2022-03-20 23:17:09,10.0,-62.19999999999999,-62.19999999999999,-0.1,2022,3,20,23,4.47,124.0
,106,24984.66,9.792,2,124,26.5,47.0,96.5,50.5418312,-84.8265516,635,22.0,97.0,9.792,2022-03-20 23:17:10,10.0,-62.0,-62.0,-0.65,2022,3,20,23,4.47,124.0
,111,24995.15,9.802,2,124,28.5,49.0,95.0,50.54176,-84.8264338,545,26.5,99.0,9.802,2022-03-20 23:17:11,10.0,-62.0,-62.0,-0.87,2022,3,20,23,4.47,124.0
,104,25005.68,10.604,2,123,30.5,54.0,99.5,50.5416876,-84.8263168,691,26.0,98.5,10.604,2022-03-20 23:17:12,10.0,-62.19999999999999,-62.19999999999999,-0.37,2022,3,20,23,4.47,124.0
,94,25016.73,11.263,2,122,30.5,51.0,99.5,50.5416047,-84.8262022,787,26.0,98.5,11.263,2022-03-20 23:17:13,10.0,-62.19999999999999,-62.19999999999999,-0.37,2022,3,20,23,4.47,124.0
,96,25027.87,11.713,2,121,30.5,49.0,99.5,50.5415258,-84.826081,741,26.0,98.5,11.713,2022-03-20 23:17:14,10.0,-62.19999999999999,-62.19999999999999,-0.5,2022,3,20,23,4.47,124.0
,99,25041.05,11.744,2,121,29.0,50.0,99.5,50.5414357,-84.8259339,742,26.0,98.5,11.744,2022-03-20 23:17:15,10.0,-62.39999999999998,-62.39999999999998,-0.26,2022,3,20,23,4.47,124.0
,101,25052.46,12.367,2,121,26.0,52.0,99.5,50.5413605,-84.8258033,780,25.5,99.0,12.367,2022-03-20 23:17:16,10.0,-62.60000000000002,-62.60000000000002,-0.49,2022,3,20,23,4.47,124.0
,103,25065.67,12.398,2,120,27.0,51.0,98.5,50.5412729,-84.8256529,728,25.0,99.5,12.398,2022-03-20 23:17:17,10.0,-62.60000000000002,-62.60000000000002,-0.91,2022,3,20,23,4.47,124.0
,104,25079.11,12.727,2,120,27.0,49.0,98.5,50.5411858,-84.8254975,774,25.0,99.5,12.727,2022-03-20 23:17:18,10.0,-62.39999999999998,-62.39999999999998,-0.57,2022,3,20,23,4.47,124.0
,106,25091.92,12.434,2,120,26.0,49.0,98.0,50.5411024,-84.82535,626,25.0,98.5,12.434,2022-03-20 23:17:19,10.0,-62.80000000000001,-62.80000000000001,-0.54,2022,3,20,23,4.47,124.0
,107,25105.01,12.341,2,119,27.5,47.0,98.5,50.5410191,-84.8251974,500,26.5,98.5,12.341,2022-03-20 23:17:20,10.0,-63.39999999999998,-63.39999999999998,-0.87,2022,3,20,23,4.47,124.0
,106,25116.82,12.051,2,119,30.0,45.0,99.0,50.5409442,-84.8250592,415,28.5,99.0,12.051,2022-03-20 23:17:21,10.0,-63.19999999999999,-63.19999999999999,-1.05,2022,3,20,23,4.47,124.0
,105,25129.27,11.52,2,120,30.0,47.0,99.0,50.5408652,-84.8249138,164,28.5,99.0,11.52,2022-03-20 23:17:22,10.0,-63.39999999999998,-63.39999999999998,-1.15,2022,3,20,23,4.47,124.0
,77,25140.6,11.224,3,121,27.0,51.0,90.5,50.5407886,-84.8247862,277,31.0,99.5,11.224,2022-03-20 23:17:23,10.0,-63.0,-63.0,-1.14,2022,3,20,23,4.47,124.0
,98,25150.72,11.122,3,121,26.5,53.0,88.0,50.5407173,-84.8246756,309,31.5,97.5,11.122,2022-03-20 23:17:24,10.0,-62.39999999999998,-62.39999999999998,-0.58,2022,3,20,23,4.47,124.0
,97,25162.79,11.13,3,120,28.0,53.0,92.5,50.5406366,-84.8245389,298,30.0,91.5,11.13,2022-03-20 23:17:25,10.0,-62.0,-62.0,0.49,2022,3,20,23,4.47,124.0
,96,25175.07,11.15,3,119,28.0,52.0,92.0,50.5405549,-84.8243992,297,30.5,92.0,11.15,2022-03-20 23:17:26,10.0,-61.80000000000001,-61.80000000000001,1.73,2022,3,20,23,4.47,124.0
,95,25186.82,11.147,3,118,32.0,52.0,96.5,50.5404767,-84.8242658,331,32.0,93.5,11.147,2022-03-20 23:17:27,10.0,-61.60000000000002,-61.60000000000002,2.95,2022,3,20,23,4.47,124.0
,95,25198.44,11.107,3,118,31.5,50.0,96.0,50.5404035,-84.8241295,363,32.0,93.5,11.107,2022-03-20 23:17:28,10.0,-61.39999999999998,-61.39999999999998,3.29,2022,3,20,23,4.47,124.0
,94,25209.55,10.949,3,117,33.5,50.0,98.0,50.5403315,-84.824001,352,32.0,93.5,10.949,2022-03-20 23:17:29,10.0,-61.19999999999999,-61.19999999999999,3.01,2022,3,20,23,4.47,124.0
,94,25221.19,10.927,3,116,33.0,47.0,98.5,50.5402516,-84.8238716,330,33.0,96.0,10.927,2022-03-20 23:17:30,10.0,-61.0,-61.0,2.45,2022,3,20,23,4.47,124.0
,95,25232.55,11.36,3,116,31.0,43.0,98.0,50.5401781,-84.8237402,319,35.0,100.0,11.36,2022-03-20 23:17:31,10.0,-61.0,-61.0,1.77,2022,3,20,23,4.47,124.0
,95,25244.17,11.164,3,115,31.0,45.0,98.0,50.5401016,-84.8236073,325,35.0,100.0,11.164,2022-03-20 23:17:32,10.0,-61.0,-61.0,1.14,2022,3,20,23,4.47,124.0
,95,25255.46,11.124,3,116,28.0,46.0,94.5,50.5400258,-84.8234796,280,34.5,97.5,11.124,2022-03-20 23:17:33,10.0,-61.0,-61.0,0.8,2022,3,20,23,4.47,124.0
,94,25265.53,10.829,3,116,28.5,47.0,91.5,50.5399582,-84.8233658,270,34.5,97.0,10.829,2022-03-20 23:17:34,10.0,-61.19999999999999,-61.19999999999999,0.58,2022,3,20,23,4.47,124.0
,94,25277.64,10.817,3,117,29.5,48.0,90.0,50.5398755,-84.8232304,311,34.5,97.0,10.817,2022-03-20 23:17:35,10.0,-61.39999999999998,-61.39999999999998,0.18,2022,3,20,23,4.47,124.0
,94,25287.54,10.974,3,116,20.5,51.0,80.5,50.5398143,-84.8231132,238,31.0,92.0,10.974,2022-03-20 23:17:36,10.0,-61.39999999999998,-61.39999999999998,-0.35,2022,3,20,23,4.47,124.0
,93,25299.18,10.389,3,115,23.5,54.0,83.5,50.5397367,-84.822981,248,31.0,92.0,10.389,2022-03-20 23:17:37,10.0,-61.80000000000001,-61.80000000000001,-0.75,2022,3,20,23,4.47,124.0
