cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
9,69,2705.33,4.255,3,130,50.5368439,-84.7915577,47,4.255,2023-05-17 15:00:48,,21.0,75.5,21.0,79.5,50.0,17.0,46.200000000000045,41.0,45.0,46.200000000000045,-0.13,2023,5,17,15,1.53,328.0
0,69,2709.6,4.256,3,130,50.5368396,-84.7916212,0,4.256,2023-05-17 15:00:49,,20.5,75.5,19.5,73.0,51.0,17.0,46.200000000000045,41.0,45.0,46.200000000000045,-0.41,2023,5,17,15,1.53,328.0
0,69,2713.88,4.288,3,130,50.536835,-84.7916852,0,4.288,2023-05-17 15:00:50,,20.5,75.0,17.5,67.0,51.0,17.0,46.200000000000045,41.0,46.0,46.200000000000045,-0.47,2023,5,17,15,1.53,328.0
0,69,2718.26,4.313,3,131,50.5368348,-84.7917487,0,4.313,2023-05-17 15:00:51,,20.5,75.0,16.0,61.0,51.0,17.0,46.0,41.0,46.0,46.0,-0.61,2023,5,17,15,1.53,328.0
0,69,2722.78,4.337,3,131,50.5368435,-84.7918119,0,4.337,2023-05-17 15:00:52,,20.5,74.5,14.5,54.5,52.0,17.0,46.0,41.0,46.0,46.0,-0.87,2023,5,17,15,1.53,328.0
0,69,2727.76,4.841,3,131,50.5368439,-84.7918849,0,4.841,2023-05-17 15:00:53,,20.5,74.5,13.0,48.5,52.0,17.0,45.799999999999955,41.0,46.0,45.799999999999955,-1.18,2023,5,17,15,1.53,328.0
0,69,2733.0,4.877,2,131,50.5368527,-84.7919577,0,4.877,2023-05-17 15:00:54,,20.0,74.0,11.0,42.0,52.0,17.0,45.60000000000002,41.0,46.0,45.60000000000002,-1.44,2023,5,17,15,1.53,328.0
0,69,2737.77,4.871,2,130,50.536853,-84.7920298,0,4.871,2023-05-17 15:00:55,,20.0,74.0,9.5,36.0,53.0,17.0,45.60000000000002,41.0,46.0,45.60000000000002,-1.7,2023,5,17,15,1.53,328.0
0,69,2742.11,4.468,2,129,50.5368574,-84.7920859,0,4.468,2023-05-17 15:00:56,,20.0,73.5,8.0,30.0,53.0,17.0,45.39999999999998,41.0,46.0,45.39999999999998,-1.9,2023,5,17,15,1.53,328.0
0,69,2745.75,3.836,2,129,50.536862,-84.7921404,0,3.836,2023-05-17 15:00:57,,20.0,73.5,6.0,23.5,53.0,17.0,45.39999999999998,41.0,46.0,45.39999999999998,-2.01,2023,5,17,15,1.53,328.0
0,69,2749.37,3.677,2,129,50.5368753,-84.7921864,0,3.677,2023-05-17 15:00:58,,20.0,73.0,4.5,17.5,54.0,17.0,45.200000000000045,41.0,46.0,45.200000000000045,-2.07,2023,5,17,15,1.53,328.0
0,69,2752.75,3.453,2,130,50.5369065,-84.7922143,0,3.453,2023-05-17 15:00:59,,19.5,73.0,3.0,11.0,54.0,17.0,45.200000000000045,41.0,46.0,45.200000000000045,-2.06,2023,5,17,15,1.53,328.0
43,69,2756.01,3.765,2,130,50.5369416,-84.7922238,60,3.765,2023-05-17 15:01:00,,19.5,72.5,1.5,5.0,54.0,17.0,45.200000000000045,41.0,46.0,45.200000000000045,-2.03,2023,5,17,15,1.53,328.0
51,69,2759.9,4.15,2,130,50.5369826,-84.7922244,167,4.15,2023-05-17 15:01:01,,21.0,74.5,1.5,6.5,55.0,17.0,45.0,41.0,47.0,45.0,-2.01,2023,5,17,15,1.53,328.0
62,70,2764.1,4.477,2,131,50.537029,-84.7922156,245,4.477,2023-05-17 15:01:02,,27.5,86.0,9.5,38.0,55.0,17.0,45.0,41.0,47.0,45.0,-1.96,2023,5,17,15,1.53,328.0
70,70,2768.51,4.798,2,131,50.5370742,-84.7922066,295,4.798,2023-05-17 15:01:03,,34.5,97.0,17.5,69.5,53.0,17.0,45.200000000000045,41.0,47.0,45.200000000000045,-1.76,2023,5,17,15,1.53,328.0
77,70,2772.79,4.416,2,131,50.5371196,-84.7922149,335,4.416,2023-05-17 15:01:04,,32.0,96.0,25.0,90.5,46.0,17.0,45.200000000000045,41.0,47.0,45.200000000000045,-1.38,2023,5,17,15,1.53,328.0
87,71,2777.95,5.385,2,131,50.5371739,-84.7922066,282,5.385,2023-05-17 15:01:05,,26.5,87.5,27.0,96.0,39.0,17.0,45.0,41.0,47.0,45.0,-0.75,2023,5,17,15,1.53,328.0
92,71,2783.0,5.07,2,131,50.5372286,-84.7921975,251,5.07,2023-05-17 15:01:06,,21.5,76.5,22.5,88.5,36.0,17.0,44.799999999999955,41.0,47.0,44.799999999999955,0.0,2023,5,17,15,1.53,328.0
94,71,2787.54,4.598,2,130,50.5372776,-84.7921971,242,4.598,2023-05-17 15:01:07,,17.0,66.0,18.0,80.5,40.0,17.0,44.799999999999955,41.0,47.0,44.799999999999955,-0.23,2023,5,17,15,1.53,328.0
92,71,2792.26,4.744,2,131,50.5373287,-84.7921971,231,4.744,2023-05-17 15:01:08,,20.0,74.0,17.0,73.0,56.0,17.0,44.60000000000002,41.0,47.0,44.60000000000002,-0.78,2023,5,17,15,1.53,328.0
89,72,2797.1,5.041,2,131,50.5373791,-84.7921971,198,5.041,2023-05-17 15:01:09,,24.0,84.0,16.5,66.0,57.0,17.0,44.39999999999998,41.0,47.0,44.39999999999998,-1.03,2023,5,17,15,1.53,328.0
85,72,2802.4,5.479,3,131,50.5374373,-84.7921971,194,5.479,2023-05-17 15:01:10,,25.5,87.5,18.0,66.0,54.0,17.0,44.39999999999998,41.0,47.0,44.39999999999998,-1.39,2023,5,17,15,1.53,328.0
81,72,2807.74,5.268,3,131,50.5374961,-84.7921885,204,5.268,2023-05-17 15:01:11,,23.5,84.0,21.0,75.5,50.0,17.0,44.39999999999998,41.0,47.0,44.39999999999998,-1.76,2023,5,17,15,1.53,328.0
81,72,2812.65,4.966,3,131,50.537547,-84.7921793,206,4.966,2023-05-17 15:01:12,,21.5,76.0,22.5,87.0,47.0,17.0,44.39999999999998,41.0,47.0,44.39999999999998,-1.94,2023,5,17,15,1.53,328.0
82,72,2817.5,4.754,3,131,50.5375971,-84.7921702,189,4.754,2023-05-17 15:01:13,,20.5,73.5,20.5,78.0,51.0,17.0,44.39999999999998,41.0,48.0,44.39999999999998,-1.88,2023,5,17,15,1.53,328.0
82,72,2822.66,5.079,3,131,50.5376548,-84.7921613,140,5.079,2023-05-17 15:01:14,,19.5,71.0,19.0,68.5,52.0,17.0,44.39999999999998,41.0,48.0,44.39999999999998,-1.67,2023,5,17,15,1.53,328.0
81,73,2828.54,5.527,3,131,50.5377144,-84.7921435,123,5.527,2023-05-17 15:01:15,,18.5,69.0,17.0,59.0,55.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,-1.36,2023,5,17,15,1.53,328.0
59,73,2833.89,5.218,3,132,50.5377692,-84.7921254,108,5.218,2023-05-17 15:01:16,84.0,17.5,66.5,15.0,49.0,63.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,-0.74,2023,5,17,15,1.53,328.0
35,73,2839.45,5.021,3,132,50.5378288,-84.7921069,93,5.021,2023-05-17 15:01:17,,26.0,77.5,9.5,54.5,79.0,17.0,44.39999999999998,41.0,48.0,44.39999999999998,0.0,2023,5,17,15,1.53,328.0
42,73,2845.41,5.527,3,132,50.5378924,-84.79208,70,5.527,2023-05-17 15:01:18,,35.0,88.5,3.0,61.0,95.0,17.0,44.39999999999998,41.0,48.0,44.39999999999998,0.0,2023,5,17,15,1.53,328.0
74,73,2851.31,5.567,3,131,50.537951,-84.7920616,111,5.567,2023-05-17 15:01:19,,37.5,93.5,4.0,67.0,87.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,0.0,2023,5,17,15,1.53,328.0
74,73,2857.1,4.702,3,130,50.5380101,-84.7920349,168,4.702,2023-05-17 15:01:20,,32.5,91.0,13.0,73.5,70.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,0.0,2023,5,17,15,1.53,328.0
74,73,2862.36,4.538,3,130,50.5380654,-84.7920074,170,4.538,2023-05-17 15:01:21,,27.5,88.5,21.5,79.5,56.0,17.0,44.0,41.0,48.0,44.0,0.0,2023,5,17,15,1.53,328.0
73,73,2867.93,5.173,3,128,50.5381161,-84.7919711,167,5.173,2023-05-17 15:01:22,,24.5,86.0,21.5,76.5,56.0,17.0,44.0,41.0,48.0,44.0,0.0,2023,5,17,15,1.53,328.0
72,74,2873.88,5.31,3,128,50.5381704,-84.7919175,161,5.31,2023-05-17 15:01:23,,22.0,83.5,21.0,73.0,56.0,17.0,44.0,41.0,48.0,44.0,0.0,2023,5,17,15,1.53,328.0
71,74,2879.92,5.606,3,127,50.5382204,-84.7918631,145,5.606,2023-05-17 15:01:24,,18.5,75.0,20.0,73.5,52.0,17.0,44.0,41.0,48.0,44.0,0.0,2023,5,17,15,1.53,328.0
71,74,2886.06,6.082,2,127,50.5382703,-84.7918086,129,6.082,2023-05-17 15:01:25,,16.0,64.0,18.5,76.0,48.0,17.0,44.0,41.0,48.0,44.0,0.0,2023,5,17,15,1.53,328.0
70,74,2892.0,5.978,2,127,50.5383036,-84.7917359,122,5.978,2023-05-17 15:01:26,,21.5,66.0,17.5,70.5,49.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,0.0,2023,5,17,15,1.53,328.0
70,74,2897.53,5.664,2,127,50.5383222,-84.7916549,124,5.664,2023-05-17 15:01:27,,24.0,80.5,19.0,71.0,59.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,0.0,2023,5,17,15,1.53,328.0
61,74,2902.94,5.452,2,127,50.5383274,-84.7915812,128,5.452,2023-05-17 15:01:28,,23.0,80.0,19.5,73.0,58.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,0.0,2023,5,17,15,1.53,328.0
42,74,2907.98,5.184,3,128,50.5383276,-84.7915092,125,5.184,2023-05-17 15:01:29,,20.5,78.0,19.5,74.5,57.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,0.0,2023,5,17,15,1.53,328.0
24,74,2912.67,4.796,2,128,50.5383233,-84.7914363,123,4.796,2023-05-17 15:01:30,,17.0,80.5,20.0,75.5,51.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,0.0,2023,5,17,15,1.53,328.0
5,74,2916.88,4.322,2,129,50.5383231,-84.79138,0,4.322,2023-05-17 15:01:31,,13.5,82.5,20.0,76.5,40.0,17.0,44.200000000000045,41.0,48.0,44.200000000000045,0.0,2023,5,17,15,1.53,328.0
0,74,2920.83,4.088,2,130,50.5383316,-84.7913182,0,4.088,2023-05-17 15:01:32,,10.0,85.0,20.5,77.5,29.0,17.0,44.39999999999998,41.0,48.0,44.39999999999998,0.0,2023,5,17,15,1.53,328.0
0,74,2924.8,3.956,2,130,50.5383628,-84.7912792,0,3.956,2023-05-17 15:01:33,,7.0,87.0,20.5,78.5,19.0,17.0,44.39999999999998,41.0,48.0,44.39999999999998,0.0,2023,5,17,15,1.53,328.0
0,74,2928.79,3.993,2,130,50.5384033,-84.7912691,0,3.993,2023-05-17 15:01:34,,3.5,89.5,21.0,79.5,8.0,17.0,44.39999999999998,41.0,48.0,44.39999999999998,0.0,2023,5,17,15,1.53,328.0
64,74,2933.22,4.316,2,130,50.5384487,-84.7912687,41,4.316,2023-05-17 15:01:35,,0.0,91.5,21.0,80.5,5.0,17.0,44.39999999999998,41.0,48.0,44.39999999999998,0.0,2023,5,17,15,1.53,328.0
58,74,2937.99,4.648,2,131,50.5385025,-84.79126,175,4.648,2023-05-17 15:01:36,,11.0,94.0,22.0,82.0,23.0,17.0,44.799999999999955,41.0,48.0,44.799999999999955,0.0,2023,5,17,15,1.53,328.0
59,75,2943.74,5.491,2,131,50.5385619,-84.7912683,266,5.491,2023-05-17 15:01:37,,21.5,96.0,22.5,83.0,41.0,17.0,45.200000000000045,41.0,48.0,45.200000000000045,0.62,2023,5,17,15,1.53,328.0
48,75,2949.32,5.553,2,132,50.5386212,-84.7912687,241,5.553,2023-05-17 15:01:38,,32.5,98.5,23.5,84.5,60.0,17.0,45.39999999999998,41.0,48.0,45.39999999999998,2.28,2023,5,17,15,1.53,328.0
36,75,2954.85,5.563,2,132,50.5386842,-84.79126,215,5.563,2023-05-17 15:01:39,,39.5,100.0,24.0,85.5,80.0,17.0,45.60000000000002,42.0,48.0,45.60000000000002,3.14,2023,5,17,15,1.53,328.0
35,75,2959.86,5.223,2,132,50.538734,-84.7912681,157,5.223,2023-05-17 15:01:40,,36.0,99.0,24.5,86.5,90.0,17.0,45.60000000000002,42.0,48.0,45.60000000000002,3.65,2023,5,17,15,1.53,328.0
34,75,2964.52,4.721,2,131,50.5387764,-84.7913122,126,4.721,2023-05-17 15:01:41,,33.0,98.0,25.0,87.5,72.0,17.0,45.39999999999998,42.0,48.0,45.39999999999998,3.75,2023,5,17,15,1.53,328.0
42,75,2968.96,4.544,2,131,50.5388165,-84.7913483,79,4.544,2023-05-17 15:01:42,,30.0,96.0,25.5,88.0,54.0,17.0,45.200000000000045,42.0,48.0,45.200000000000045,2.43,2023,5,17,15,1.53,328.0
58,75,2973.73,4.687,2,132,50.5388582,-84.7913767,159,4.687,2023-05-17 15:01:43,,28.5,94.0,16.0,56.0,51.0,17.0,45.0,42.0,48.0,45.0,0.0,2023,5,17,15,1.53,328.0
66,76,2978.12,4.457,2,132,50.5389033,-84.7914125,227,4.457,2023-05-17 15:01:44,,27.5,93.5,4.0,16.0,54.0,17.0,44.60000000000002,42.0,48.0,44.60000000000002,0.05,2023,5,17,15,1.53,328.0
79,76,2981.94,3.947,2,132,50.5389408,-84.7914319,259,3.947,2023-05-17 15:01:45,,28.0,92.5,15.0,50.5,58.0,17.0,44.200000000000045,42.0,48.0,44.200000000000045,-0.43,2023,5,17,15,1.53,328.0
86,76,2985.46,3.648,2,132,50.5389725,-84.7914499,297,3.648,2023-05-17 15:01:46,,28.0,92.0,26.0,84.5,57.0,17.0,44.200000000000045,42.0,48.0,44.200000000000045,-2.08,2023,5,17,15,1.53,328.0
85,77,2989.61,4.031,2,133,50.5390131,-84.7914769,282,4.031,2023-05-17 15:01:47,,26.5,87.5,28.0,92.5,55.0,17.0,44.200000000000045,42.0,49.0,44.200000000000045,-3.3,2023,5,17,15,1.53,328.0
85,77,2994.25,4.492,2,133,50.5390538,-84.7915213,222,4.492,2023-05-17 15:01:48,,25.5,84.0,27.5,92.5,57.0,17.0,44.200000000000045,42.0,49.0,44.200000000000045,-4.04,2023,5,17,15,1.53,328.0
86,77,2998.88,4.602,2,135,50.5390817,-84.7915754,216,4.602,2023-05-17 15:01:49,,24.5,82.0,26.0,88.0,53.0,17.0,44.200000000000045,43.0,49.0,44.200000000000045,-4.15,2023,5,17,15,1.53,328.0
86,77,3003.86,4.868,2,135,50.5390961,-84.7916476,209,4.868,2023-05-17 15:01:50,,21.5,77.5,20.5,71.0,47.0,17.0,44.39999999999998,43.0,49.0,44.39999999999998,-3.66,2023,5,17,15,1.53,328.0
88,77,3008.93,5.013,2,135,50.5390967,-84.7917203,208,5.013,2023-05-17 15:01:51,,25.0,84.5,20.5,72.5,55.0,17.0,44.39999999999998,43.0,49.0,44.39999999999998,-2.05,2023,5,17,15,1.53,328.0
89,78,3013.94,5.008,2,136,50.5390924,-84.7917938,212,5.008,2023-05-17 15:01:52,,26.5,87.5,22.0,77.5,58.0,17.0,44.39999999999998,43.0,49.0,44.39999999999998,0.0,2023,5,17,15,1.53,328.0
88,78,3018.5,4.675,2,136,50.5390878,-84.7918579,217,4.675,2023-05-17 15:01:53,,26.0,87.5,24.5,85.5,58.0,17.0,44.60000000000002,43.0,49.0,44.60000000000002,0.0,2023,5,17,15,1.53,328.0
85,78,3023.17,4.666,2,136,50.539092,-84.7919216,218,4.666,2023-05-17 15:01:54,,27.0,90.0,26.5,92.0,55.0,17.0,45.200000000000045,43.0,49.0,45.200000000000045,0.42,2023,5,17,15,1.53,328.0
85,78,3027.67,4.394,2,136,50.5390922,-84.7919847,217,4.394,2023-05-17 15:01:55,,27.5,92.0,28.0,98.0,52.0,17.0,45.60000000000002,43.0,49.0,45.60000000000002,1.57,2023,5,17,15,1.53,328.0
86,79,3032.26,4.36,2,136,50.5390966,-84.792058,219,4.36,2023-05-17 15:01:56,,27.5,90.0,28.5,99.5,54.0,17.0,46.0,43.0,49.0,46.0,2.5,2023,5,17,15,1.53,328.0
86,79,3037.05,4.575,2,136,50.539101,-84.7921285,218,4.575,2023-05-17 15:01:57,,27.5,90.0,26.5,92.5,57.0,17.0,46.200000000000045,44.0,49.0,46.200000000000045,3.53,2023,5,17,15,1.53,328.0
86,79,3042.21,4.673,2,136,50.5391101,-84.7921948,224,4.673,2023-05-17 15:01:58,,27.5,91.5,24.0,83.0,57.0,17.0,46.39999999999998,44.0,49.0,46.39999999999998,4.47,2023,5,17,15,1.53,328.0
87,79,3047.0,4.664,2,136,50.5391147,-84.7922665,228,4.664,2023-05-17 15:01:59,,28.0,90.5,24.0,83.0,55.0,17.0,46.60000000000002,44.0,49.0,46.60000000000002,5.37,2023,5,17,15,1.53,328.0
87,79,3050.5,4.605,2,136,50.5391182,-84.7923158,219,4.605,2023-05-17 15:02:00,,28.5,89.0,25.0,86.5,55.0,17.0,47.0,45.0,49.0,47.0,6.03,2023,5,17,15,1.53,328.0
86,80,3056.18,4.556,2,136,50.5391238,-84.7924022,198,4.556,2023-05-17 15:02:01,,28.0,90.0,25.0,87.5,57.0,17.0,47.200000000000045,45.0,49.0,47.200000000000045,6.36,2023,5,17,15,1.53,328.0
85,80,3060.84,4.271,2,137,50.5391284,-84.7924679,222,4.271,2023-05-17 15:02:02,,28.0,92.0,25.0,87.5,58.0,17.0,47.200000000000045,45.0,49.0,47.200000000000045,6.18,2023,5,17,15,1.53,328.0
83,80,3065.28,4.462,2,137,50.539133,-84.7925314,249,4.462,2023-05-17 15:02:03,,28.0,95.0,25.0,87.0,57.0,17.0,47.39999999999998,45.0,49.0,47.39999999999998,5.62,2023,5,17,15,1.53,328.0
82,80,3069.83,4.492,2,137,50.5391418,-84.7925946,263,4.492,2023-05-17 15:02:04,,30.5,99.5,25.5,85.5,54.0,17.0,48.0,46.0,49.0,48.0,5.23,2023,5,17,15,1.53,328.0
85,81,3074.64,4.667,2,137,50.5391466,-84.7926668,275,4.667,2023-05-17 15:02:05,,29.5,95.0,30.0,97.0,52.0,17.0,48.60000000000002,46.0,49.0,48.60000000000002,5.29,2023,5,17,15,1.53,328.0
88,81,3079.48,4.858,2,138,50.5391554,-84.7927309,279,4.858,2023-05-17 15:02:06,,28.0,94.0,31.0,99.5,54.0,17.0,49.200000000000045,46.0,49.0,49.200000000000045,5.54,2023,5,17,15,1.53,328.0
91,81,3084.43,4.99,2,138,50.5391602,-84.7928033,261,4.99,2023-05-17 15:02:07,,26.5,88.5,29.5,96.5,53.0,17.0,49.60000000000002,47.0,49.0,49.60000000000002,6.08,2023,5,17,15,1.53,328.0
93,81,3089.73,5.193,2,139,50.5391648,-84.7928855,251,5.193,2023-05-17 15:02:08,,26.0,85.0,26.0,90.5,58.0,17.0,49.799999999999955,47.0,49.0,49.799999999999955,6.67,2023,5,17,15,1.53,328.0
89,82,3095.19,5.379,2,139,50.5391736,-84.7929578,262,5.379,2023-05-17 15:02:09,,29.0,96.5,23.5,81.5,66.0,17.0,50.200000000000045,48.0,49.0,50.200000000000045,7.14,2023,5,17,15,1.53,328.0
88,82,3100.65,5.479,2,139,50.5391784,-84.7930382,269,5.479,2023-05-17 15:02:10,,28.0,90.5,26.5,94.5,62.0,17.0,50.39999999999998,48.0,49.0,50.39999999999998,7.34,2023,5,17,15,1.53,328.0
89,82,3106.4,5.504,2,139,50.5391787,-84.793122,257,5.504,2023-05-17 15:02:11,,26.0,86.5,25.5,93.5,57.0,17.0,50.799999999999955,48.0,49.0,50.799999999999955,7.24,2023,5,17,15,1.53,328.0
89,82,3111.89,5.494,2,139,50.5391871,-84.7932016,218,5.494,2023-05-17 15:02:12,,24.5,84.5,23.5,87.5,53.0,17.0,51.0,49.0,49.0,51.0,6.86,2023,5,17,15,1.53,328.0
88,83,3117.6,5.479,2,139,50.5391922,-84.7932864,197,5.479,2023-05-17 15:02:13,,25.0,84.5,21.5,82.0,51.0,17.0,51.200000000000045,49.0,49.0,51.200000000000045,6.2,2023,5,17,15,1.53,328.0
89,83,3123.06,5.511,2,139,50.5391967,-84.7933588,204,5.511,2023-05-17 15:02:14,,28.0,87.5,22.0,78.5,50.0,17.0,51.39999999999998,49.0,49.0,51.39999999999998,5.67,2023,5,17,15,1.53,328.0
90,83,3128.82,5.548,2,140,50.5392012,-84.7934486,224,5.548,2023-05-17 15:02:15,,26.0,87.5,22.5,84.5,52.0,17.0,51.60000000000002,50.0,49.0,51.60000000000002,5.19,2023,5,17,15,1.53,328.0
91,83,3134.52,5.646,2,140,50.5392101,-84.7935314,246,5.646,2023-05-17 15:02:16,,26.0,86.0,22.5,81.0,55.0,17.0,51.799999999999955,50.0,49.0,51.799999999999955,4.64,2023,5,17,15,1.53,328.0
91,84,3140.33,5.655,2,141,50.5392105,-84.793614,245,5.655,2023-05-17 15:02:17,,26.5,85.0,22.0,79.5,57.0,17.0,52.0,50.0,49.0,52.0,4.24,2023,5,17,15,1.53,328.0
91,84,3146.03,5.648,2,141,50.5392236,-84.7936958,242,5.648,2023-05-17 15:02:18,,26.0,84.0,21.5,81.0,57.0,17.0,52.0,50.0,49.0,52.0,3.84,2023,5,17,15,1.53,328.0
91,84,3151.4,5.635,2,142,50.5392283,-84.7937735,227,5.635,2023-05-17 15:02:19,,25.5,82.5,21.0,82.5,56.0,17.0,52.39999999999998,50.0,49.0,52.39999999999998,3.39,2023,5,17,15,1.53,328.0
91,84,3157.55,5.649,2,142,50.5392376,-84.7938604,215,5.649,2023-05-17 15:02:20,,24.0,77.0,20.5,78.5,58.0,17.0,52.799999999999955,50.0,49.0,52.799999999999955,3.03,2023,5,17,15,1.53,328.0
91,84,3163.06,5.673,2,142,50.5392422,-84.7939417,204,5.673,2023-05-17 15:02:21,,23.0,71.5,20.0,74.5,50.0,17.0,53.39999999999998,51.0,49.0,53.39999999999998,2.99,2023,5,17,15,1.53,328.0
62,85,3168.88,5.586,2,142,50.5392512,-84.7940238,162,5.586,2023-05-17 15:02:22,,16.0,56.5,19.5,74.0,42.0,17.0,54.39999999999998,51.0,49.0,54.39999999999998,3.52,2023,5,17,15,1.53,328.0
92,85,3174.53,5.669,2,142,50.5392559,-84.7941056,142,5.669,2023-05-17 15:02:23,,11.0,48.0,19.5,73.5,40.0,17.0,54.799999999999955,51.0,49.0,54.799999999999955,4.56,2023,5,17,15,1.53,328.0
92,85,3180.15,5.758,2,142,50.5392647,-84.794187,182,5.758,2023-05-17 15:02:24,,21.0,72.5,18.5,69.0,45.0,17.0,55.200000000000045,52.0,49.0,55.200000000000045,5.72,2023,5,17,15,1.53,328.0
92,85,3185.86,5.77,2,142,50.5392694,-84.7942681,205,5.77,2023-05-17 15:02:25,,24.5,76.5,18.5,72.5,49.0,17.0,55.60000000000002,53.0,49.0,55.60000000000002,6.91,2023,5,17,15,1.53,328.0
93,85,3191.82,5.805,2,142,50.5392741,-84.794352,225,5.805,2023-05-17 15:02:26,,24.5,83.0,18.0,72.0,52.0,17.0,55.799999999999955,53.0,49.0,55.799999999999955,7.88,2023,5,17,15,1.53,328.0
93,86,3197.48,5.814,2,142,50.5392828,-84.7944318,233,5.814,2023-05-17 15:02:27,,24.5,86.0,20.0,78.0,56.0,17.0,56.0,54.0,49.0,56.0,8.26,2023,5,17,15,1.53,328.0
87,86,3203.39,5.794,2,142,50.5392877,-84.7945153,234,5.794,2023-05-17 15:02:28,,25.5,87.5,22.5,84.0,55.0,17.0,56.0,54.0,49.0,56.0,7.88,2023,5,17,15,1.53,328.0
84,86,3209.15,5.771,2,142,50.5392966,-84.7946052,237,5.771,2023-05-17 15:02:29,,27.5,94.5,21.0,77.5,53.0,17.0,56.0,54.0,49.0,56.0,6.68,2023,5,17,15,1.53,328.0
83,86,3214.98,5.684,2,142,50.5393014,-84.794688,242,5.684,2023-05-17 15:02:30,,29.5,95.5,20.5,76.5,53.0,17.0,55.60000000000002,55.0,49.0,55.60000000000002,4.97,2023,5,17,15,1.53,328.0
82,87,3220.64,5.682,2,142,50.5393103,-84.7947699,242,5.682,2023-05-17 15:02:31,,30.0,95.0,20.5,76.5,54.0,17.0,55.200000000000045,55.0,49.0,55.200000000000045,3.09,2023,5,17,15,1.53,328.0
82,87,3226.3,5.676,2,142,50.539315,-84.7948519,243,5.676,2023-05-17 15:02:32,,29.5,95.5,21.5,80.5,53.0,17.0,55.200000000000045,55.0,50.0,55.200000000000045,1.26,2023,5,17,15,1.53,328.0
82,87,3231.94,5.643,2,142,50.5393196,-84.7949335,254,5.643,2023-05-17 15:02:33,,31.0,98.5,25.5,92.5,51.0,17.0,54.799999999999955,55.0,50.0,54.799999999999955,-0.21,2023,5,17,15,1.53,328.0
80,87,3237.17,5.425,2,142,50.5393282,-84.7950042,261,5.425,2023-05-17 15:02:34,,29.5,97.5,25.5,92.5,52.0,17.0,54.799999999999955,55.0,50.0,54.799999999999955,-1.49,2023,5,17,15,1.53,328.0
79,88,3242.76,5.38,2,142,50.5393332,-84.7950886,248,5.38,2023-05-17 15:02:35,,26.0,92.0,27.0,94.0,52.0,17.0,54.60000000000002,55.0,50.0,54.60000000000002,-2.33,2023,5,17,15,1.53,328.0
77,88,3247.86,5.268,2,142,50.5393419,-84.7951594,242,5.268,2023-05-17 15:02:36,,24.5,89.5,27.5,94.5,55.0,17.0,54.0,55.0,50.0,54.0,-2.98,2023,5,17,15,1.53,328.0
76,88,3253.11,5.168,2,142,50.5393469,-84.7952342,239,5.168,2023-05-17 15:02:37,,25.5,90.0,27.0,95.0,55.0,17.0,53.39999999999998,55.0,51.0,53.39999999999998,-3.7,2023,5,17,15,1.53,328.0
75,88,3258.16,5.15,2,143,50.5393514,-84.7953064,231,5.15,2023-05-17 15:02:38,,26.0,90.5,27.0,95.5,54.0,17.0,53.0,55.0,51.0,53.0,-4.58,2023,5,17,15,1.53,328.0
74,88,3263.2,5.072,2,144,50.5393559,-84.7953782,219,5.072,2023-05-17 15:02:39,,27.0,91.0,26.5,96.0,53.0,17.0,52.60000000000002,55.0,52.0,52.60000000000002,-5.42,2023,5,17,15,1.53,328.0
74,89,3268.39,5.155,2,144,50.5393648,-84.7954519,209,5.155,2023-05-17 15:02:40,,28.0,88.5,26.0,93.5,51.0,17.0,52.39999999999998,55.0,52.0,52.39999999999998,-6.04,2023,5,17,15,1.53,328.0
75,89,3273.63,5.274,2,144,50.5393696,-84.7955335,202,5.274,2023-05-17 15:02:41,,28.5,88.5,26.0,91.5,54.0,17.0,52.60000000000002,55.0,53.0,52.60000000000002,-6.21,2023,5,17,15,1.53,328.0
76,89,3279.03,5.421,2,144,50.5393742,-84.7956072,224,5.421,2023-05-17 15:02:42,,29.0,89.5,25.5,90.5,55.0,17.0,52.799999999999955,55.0,53.0,52.799999999999955,-5.87,2023,5,17,15,1.53,328.0
79,89,3284.41,5.579,2,144,50.539383,-84.7956885,221,5.579,2023-05-17 15:02:43,,28.5,90.0,25.0,90.0,54.0,17.0,53.200000000000045,55.0,53.0,53.200000000000045,-3.71,2023,5,17,15,1.53,328.0
81,90,3290.04,5.689,2,144,50.5393878,-84.7957704,210,5.689,2023-05-17 15:02:44,,18.0,76.5,23.5,88.5,50.0,17.0,53.60000000000002,55.0,53.0,53.60000000000002,-0.57,2023,5,17,15,1.53,328.0
