distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,battery_soc,enhanced_altitude,grade,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
14352.85,11.96,3,50.4035887,-84.5009202,11.96,2022-05-10 13:00:28,24.600000000000023,,24.600000000000023,-4.11,94.0,23.0,48.0,78.0,225.0,24.5,78.5,11.0,2022,5,10,13,6.23,240.0
14363.2,10.94,3,50.4034779,-84.5009333,10.94,2022-05-10 13:00:29,24.600000000000023,,24.600000000000023,-3.39,93.0,23.0,48.0,78.0,234.0,25.5,81.0,11.0,2022,5,10,13,6.23,240.0
14373.04,9.979,3,50.4033727,-84.5009469,9.979,2022-05-10 13:00:30,24.600000000000023,,24.600000000000023,-2.57,92.0,23.0,48.0,78.0,266.0,25.5,81.0,11.0,2022,5,10,13,6.23,240.0
14383.19,10.07,3,50.4032643,-84.5009612,10.07,2022-05-10 13:00:31,24.600000000000023,,24.600000000000023,-1.59,98.0,27.0,55.0,86.0,374.0,23.5,80.0,11.0,2022,5,10,13,6.23,240.0
14393.27,10.09,3,50.4031565,-84.5009752,10.09,2022-05-10 13:00:32,24.799999999999955,,24.799999999999955,-0.97,97.0,33.0,56.0,95.5,393.0,22.5,83.5,11.0,2022,5,10,13,6.23,240.0
14402.93,9.792,3,50.4030536,-84.5009927,9.792,2022-05-10 13:00:33,25.0,,25.0,-0.54,96.0,32.5,56.0,99.0,390.0,28.5,89.0,11.0,2022,5,10,13,6.23,240.0
14412.19,9.299,3,50.4029548,-84.5010089,9.299,2022-05-10 13:00:34,25.399999999999977,,25.399999999999977,0.47,97.0,31.5,56.0,99.0,389.0,31.0,90.5,11.0,2022,5,10,13,6.23,240.0
14421.57,9.363,3,50.4028551,-84.5010283,9.363,2022-05-10 13:00:35,25.600000000000023,,25.600000000000023,1.51,102.0,31.5,58.0,99.0,445.0,31.0,90.5,11.0,2022,5,10,13,6.23,240.0
14431.04,9.494,3,50.4027543,-84.5010465,9.494,2022-05-10 13:00:36,25.600000000000023,,25.600000000000023,1.98,101.0,28.0,50.0,95.5,381.0,30.5,94.0,11.0,2022,5,10,13,6.23,240.0
14439.93,9.085,2,50.4026595,-84.5010624,9.085,2022-05-10 13:00:37,25.799999999999955,,25.799999999999955,2.35,100.0,28.0,58.0,95.5,407.0,30.5,94.0,11.0,2022,5,10,13,6.23,240.0
14448.47,8.681,2,50.4025686,-84.5010782,8.681,2022-05-10 13:00:38,26.200000000000045,,26.200000000000045,2.64,100.0,29.0,56.0,96.0,417.0,32.0,95.0,11.0,2022,5,10,13,6.23,240.0
14457.25,8.726,2,50.4024752,-84.5010963,8.726,2022-05-10 13:00:39,26.200000000000045,,26.200000000000045,2.46,100.0,30.5,54.0,97.0,428.0,33.5,96.0,11.0,2022,5,10,13,6.23,240.0
14465.54,8.455,2,50.4023867,-84.50111,8.455,2022-05-10 13:00:40,26.600000000000023,,26.600000000000023,1.99,99.0,31.5,52.0,97.5,369.0,34.5,96.5,11.0,2022,5,10,13,6.23,240.0
14474.58,8.861,2,50.4022904,-84.5011262,8.861,2022-05-10 13:00:41,26.799999999999955,,26.799999999999955,1.95,97.0,28.5,51.0,92.5,344.0,29.0,92.0,11.0,2022,5,10,13,6.23,240.0
14483.51,8.954,2,50.402196,-84.5011493,8.954,2022-05-10 13:00:42,27.0,,27.0,2.24,97.0,29.5,50.0,95.5,243.0,28.5,92.5,11.0,2022,5,10,13,6.23,240.0
14492.81,9.176,2,50.4020978,-84.5011734,9.176,2022-05-10 13:00:43,27.200000000000045,,27.200000000000045,2.2,96.0,25.5,50.0,85.0,250.0,24.5,82.5,11.0,2022,5,10,13,6.23,240.0
14502.02,9.14,2,50.4020001,-84.5011936,9.14,2022-05-10 13:00:44,27.200000000000045,,27.200000000000045,2.17,96.0,23.0,50.0,81.5,268.0,22.5,77.5,11.0,2022,5,10,13,6.23,240.0
14511.62,9.483,2,50.4018993,-84.5012227,9.483,2022-05-10 13:00:45,27.200000000000045,,27.200000000000045,2.28,96.0,22.0,51.0,85.5,294.0,23.0,78.0,11.0,2022,5,10,13,6.23,240.0
14521.45,9.876,2,50.4017956,-84.5012503,9.876,2022-05-10 13:00:46,27.200000000000045,,27.200000000000045,1.91,96.0,21.0,51.0,90.0,321.0,24.0,78.5,11.0,2022,5,10,13,6.23,240.0
14532.12,10.409,2,50.4016835,-84.5012822,10.409,2022-05-10 13:00:47,27.200000000000045,,27.200000000000045,1.25,94.0,44.5,47.0,99.5,420.0,40.0,99.5,11.0,2022,5,10,13,6.23,240.0
14542.58,10.531,2,50.4015739,-84.5013153,10.531,2022-05-10 13:00:48,27.200000000000045,,27.200000000000045,0.6,95.0,39.0,49.0,99.5,424.0,42.5,100.0,11.0,2022,5,10,13,6.23,240.0
14553.34,10.635,2,50.4014626,-84.5013571,10.635,2022-05-10 13:00:49,27.0,,27.0,-0.13,97.0,34.0,49.0,99.0,353.0,40.5,100.0,11.0,2022,5,10,13,6.23,240.0
14563.57,10.326,2,50.4013553,-84.501389,10.326,2022-05-10 13:00:50,26.799999999999955,,26.799999999999955,-0.79,101.0,30.5,48.0,98.0,163.0,37.5,99.5,11.0,2022,5,10,13,6.23,240.0
14575.23,11.377,3,50.4012313,-84.501412,11.377,2022-05-10 13:00:51,26.799999999999955,,26.799999999999955,-1.06,103.0,18.5,39.0,60.5,140.0,31.5,94.5,11.0,2022,5,10,13,6.23,240.0
14587.29,11.928,3,50.4011024,-84.5014302,11.928,2022-05-10 13:00:52,26.600000000000023,,26.600000000000023,-1.06,104.0,18.0,31.0,60.5,125.0,25.5,78.5,11.0,2022,5,10,13,6.23,240.0
14599.02,11.815,3,50.400978,-84.5014567,11.815,2022-05-10 13:00:53,26.200000000000045,,26.200000000000045,-1.06,104.0,17.5,23.0,60.0,109.0,19.0,62.5,11.0,2022,5,10,13,6.23,240.0
14611.53,12.227,4,50.4008442,-84.5014723,12.227,2022-05-10 13:00:54,25.399999999999977,,25.399999999999977,-1.37,103.0,17.0,,58.0,84.0,17.0,57.0,11.0,2022,5,10,13,6.23,240.0
14624.33,12.683,4,50.4007091,-84.5015065,12.683,2022-05-10 13:00:55,24.600000000000023,,24.600000000000023,-2.21,102.0,16.5,,55.0,56.0,16.5,55.5,11.0,2022,5,10,13,6.23,240.0
14636.86,12.552,3,50.400577,-84.5015406,12.552,2022-05-10 13:00:56,24.0,,24.0,-3.38,101.0,16.0,,52.0,28.0,16.0,54.5,11.0,2022,5,10,13,6.23,240.0
14649.13,12.34,3,50.4004456,-84.501554,12.34,2022-05-10 13:00:57,23.600000000000023,,23.600000000000023,-4.41,100.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14661.66,12.542,4,50.4003126,-84.5015808,12.542,2022-05-10 13:00:58,22.799999999999955,,22.799999999999955,-5.19,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14674.23,12.527,3,50.4001789,-84.5016065,12.527,2022-05-10 13:00:59,22.0,,22.0,-5.74,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14687.09,12.532,3,50.4000422,-84.5016334,12.532,2022-05-10 13:01:00,21.200000000000045,,21.200000000000045,-5.94,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14699.98,12.54,3,50.3999053,-84.5016604,12.54,2022-05-10 13:01:01,20.0,,20.0,-6.74,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14713.72,13.019,4,50.3997582,-84.5016761,13.019,2022-05-10 13:01:02,19.200000000000045,,19.200000000000045,-7.64,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14727.52,12.28,4,50.3996106,-84.5016946,12.28,2022-05-10 13:01:03,18.0,,18.0,-7.78,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14740.73,13.127,4,50.3994715,-84.5017313,13.127,2022-05-10 13:01:04,17.200000000000045,,17.200000000000045,-7.43,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14752.35,12.109,4,50.3993508,-84.5017741,12.109,2022-05-10 13:01:05,16.799999999999955,,16.799999999999955,-6.66,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14760.23,8.878,3,50.3992694,-84.5018052,8.878,2022-05-10 13:01:06,16.399999999999977,,16.399999999999977,-5.51,0.0,15.5,,49.0,0.0,15.5,53.0,11.0,2022,5,10,13,6.23,240.0
14766.67,7.043,3,50.3992026,-84.5018296,7.043,2022-05-10 13:01:07,15.799999999999955,,15.799999999999955,-4.72,11.0,6.0,,,0.0,6.0,21.5,11.0,2022,5,10,13,6.23,240.0
14770.89,4.96,3,50.3991578,-84.5018385,4.96,2022-05-10 13:01:08,15.200000000000045,,15.200000000000045,-4.69,19.0,0.0,,,0.0,0.0,0.0,11.0,2022,5,10,13,6.23,240.0
14773.74,3.389,3,50.3991273,-84.5018428,3.389,2022-05-10 13:01:09,14.600000000000023,,14.600000000000023,-5.45,18.0,0.0,,,0.0,0.0,,11.0,2022,5,10,13,6.23,240.0
14775.89,2.441,3,50.3991043,-84.5018412,2.441,2022-05-10 13:01:10,14.200000000000045,,14.200000000000045,-7.14,16.0,0.0,,,0.0,0.0,,11.0,2022,5,10,13,6.23,240.0
14777.24,1.623,3,50.3990898,-84.501843,1.623,2022-05-10 13:01:11,13.799999999999955,,13.799999999999955,-9.54,15.0,0.0,,,0.0,0.0,,11.0,2022,5,10,13,6.23,240.0
14778.52,1.371,3,50.3990761,-84.5018431,1.371,2022-05-10 13:01:12,13.600000000000023,,13.600000000000023,-11.74,8.0,0.0,,,0.0,0.0,,11.0,2022,5,10,13,6.23,240.0
14778.62,2.545,1,50.3990297,-84.5018186,2.545,2022-05-10 13:01:27,12.799999999999955,,12.799999999999955,0.0,0.0,0.0,,,0.0,0.0,,11.0,2022,5,10,13,6.23,240.0
14780.49,2.21,1,50.3990106,-84.5018024,2.21,2022-05-10 13:01:28,12.600000000000023,,12.600000000000023,0.0,0.0,0.0,,,0.0,0.0,,11.0,2022,5,10,13,6.23,240.0
14783.45,2.77,1,50.3989871,-84.5017735,2.77,2022-05-10 13:01:29,12.600000000000023,,12.600000000000023,0.0,0.0,0.0,100.0,,0.0,0.0,,11.0,2022,5,10,13,6.23,240.0
14787.37,3.635,2,50.3989613,-84.5017287,3.635,2022-05-10 13:01:30,12.600000000000023,,12.600000000000023,0.0,6.0,0.0,100.0,,657.0,0.0,,11.0,2022,5,10,13,6.23,240.0
14792.89,5.055,2,50.3989355,-84.5016571,5.055,2022-05-10 13:01:31,12.399999999999977,,12.399999999999977,0.0,78.0,18.5,60.0,94.5,502.0,20.5,98.0,11.0,2022,5,10,13,6.23,240.0
14799.32,6.099,2,50.3989228,-84.5015658,6.099,2022-05-10 13:01:32,12.200000000000045,,12.200000000000045,-0.79,98.0,22.5,48.0,86.5,204.0,24.5,98.5,11.0,2022,5,10,13,6.23,240.0
14806.81,7.15,2,50.3989164,-84.501458,7.15,2022-05-10 13:01:33,12.0,,12.0,-2.34,94.0,24.0,54.0,84.0,296.0,22.5,91.5,11.0,2022,5,10,13,6.23,240.0
14814.99,7.894,2,50.3989104,-84.5013399,7.894,2022-05-10 13:01:34,11.600000000000023,,11.600000000000023,-3.46,93.0,30.0,70.0,96.5,341.0,23.0,73.0,11.0,2022,5,10,13,6.23,240.0
14823.48,8.3,2,50.3989043,-84.5012175,8.3,2022-05-10 13:01:35,11.199999999999989,,11.199999999999989,-4.0,95.0,30.0,70.0,96.5,265.0,23.0,73.0,12.0,2022,5,10,13,6.23,240.0
14832.06,8.558,2,50.3989003,-84.5010937,8.558,2022-05-10 13:01:36,10.800000000000011,,10.800000000000011,-4.53,97.0,24.5,58.0,79.5,324.0,22.5,79.5,12.0,2022,5,10,13,6.23,240.0
14840.86,8.764,2,50.3988926,-84.5009669,8.764,2022-05-10 13:01:37,10.600000000000023,,10.600000000000023,-4.72,99.0,23.0,55.0,75.0,296.0,22.5,81.5,12.0,2022,5,10,13,6.23,240.0
14849.71,8.817,2,50.3988846,-84.5008393,8.817,2022-05-10 13:01:38,10.399999999999977,,10.399999999999977,-4.38,99.0,23.0,54.0,75.0,336.0,22.5,81.5,12.0,2022,5,10,13,6.23,240.0
14858.38,8.738,2,50.3988749,-84.5007148,8.738,2022-05-10 13:01:39,10.199999999999989,,10.199999999999989,-3.85,99.0,23.0,54.0,75.0,372.0,22.5,81.5,12.0,2022,5,10,13,6.23,240.0
14867.11,8.696,2,50.3988593,-84.5005903,8.696,2022-05-10 13:01:40,10.199999999999989,,10.199999999999989,-3.0,100.0,23.0,54.0,75.0,322.0,22.5,81.5,12.0,2022,5,10,13,6.23,240.0
14875.96,8.803,2,50.3988397,-84.5004652,8.803,2022-05-10 13:01:41,10.399999999999977,,10.399999999999977,-2.05,101.0,21.5,52.0,82.0,341.0,24.5,84.5,12.0,2022,5,10,13,6.23,240.0
14884.95,8.885,2,50.39882,-84.5003379,8.885,2022-05-10 13:01:42,10.800000000000011,,10.800000000000011,-1.05,97.0,19.5,49.0,93.5,569.0,28.0,89.0,12.0,2022,5,10,13,6.23,240.0
14894.23,8.875,2,50.3988019,-84.500206,8.875,2022-05-10 13:01:43,10.800000000000011,,10.800000000000011,0.11,96.0,20.5,50.0,92.0,478.0,28.5,91.0,12.0,2022,5,10,13,6.23,240.0
14903.87,9.164,2,50.3987819,-84.5000693,9.164,2022-05-10 13:01:44,10.600000000000023,,10.600000000000023,0.87,97.0,24.5,50.0,86.5,384.0,29.5,97.0,12.0,2022,5,10,13,6.23,240.0
14913.44,9.403,2,50.3987622,-84.4999335,9.403,2022-05-10 13:01:45,10.800000000000011,,10.800000000000011,1.07,98.0,26.5,50.0,84.0,323.0,30.0,99.5,12.0,2022,5,10,13,6.23,240.0
14923.23,9.419,2,50.3987441,-84.499794,9.419,2022-05-10 13:01:46,10.399999999999977,,10.399999999999977,1.06,100.0,26.5,48.0,84.5,326.0,28.5,94.5,12.0,2022,5,10,13,6.23,240.0
14932.93,9.421,2,50.3987225,-84.4996569,9.421,2022-05-10 13:01:47,10.199999999999989,,10.199999999999989,0.25,101.0,26.0,45.0,85.5,280.0,26.5,87.0,12.0,2022,5,10,13,6.23,240.0
14942.36,9.422,2,50.3987045,-84.4995229,9.422,2022-05-10 13:01:48,10.199999999999989,,10.199999999999989,-0.84,102.0,27.5,52.0,84.5,246.0,30.0,89.0,12.0,2022,5,10,13,6.23,240.0
14951.77,9.085,2,50.3986883,-84.4993885,9.085,2022-05-10 13:01:49,10.0,,10.0,-1.24,102.0,26.5,52.0,83.0,243.0,28.5,86.5,12.0,2022,5,10,13,6.23,240.0
14960.79,8.678,2,50.3986744,-84.4992596,8.678,2022-05-10 13:01:50,9.800000000000011,,9.800000000000011,-1.59,102.0,26.0,52.0,81.5,240.0,27.0,83.5,12.0,2022,5,10,13,6.23,240.0
14969.91,9.014,2,50.3986605,-84.499129,9.014,2022-05-10 13:01:51,9.600000000000023,,9.600000000000023,-2.09,102.0,25.5,52.0,80.0,237.0,25.5,80.5,12.0,2022,5,10,13,6.23,240.0
14979.76,9.611,2,50.3986409,-84.4989891,9.611,2022-05-10 13:01:52,9.199999999999989,,9.199999999999989,-2.05,102.0,24.5,52.0,78.5,234.0,24.5,78.0,12.0,2022,5,10,13,6.23,240.0
14989.47,9.524,2,50.3986191,-84.4988518,9.524,2022-05-10 13:01:53,9.0,,9.0,-1.94,103.0,24.0,52.0,77.0,231.0,23.0,75.0,12.0,2022,5,10,13,6.23,240.0
14999.2,9.479,2,50.3985972,-84.4987143,9.479,2022-05-10 13:01:54,8.800000000000011,,8.800000000000011,-2.23,103.0,23.5,52.0,76.0,229.0,21.5,72.5,12.0,2022,5,10,13,6.23,240.0
15008.92,9.482,2,50.3985753,-84.498577,9.482,2022-05-10 13:01:55,8.600000000000023,,8.600000000000023,-2.3,104.0,24.5,55.0,80.0,238.0,21.0,71.0,12.0,2022,5,10,13,6.23,240.0
15018.77,9.684,2,50.3985516,-84.4984382,9.684,2022-05-10 13:01:56,8.600000000000023,,8.600000000000023,-2.02,105.0,24.5,55.0,81.0,258.0,21.0,70.5,12.0,2022,5,10,13,6.23,240.0
15028.44,9.146,2,50.3985297,-84.4983015,9.146,2022-05-10 13:01:57,8.600000000000023,,8.600000000000023,-1.82,104.0,24.5,54.0,81.5,304.0,21.0,70.5,12.0,2022,5,10,13,6.23,240.0
15037.76,8.908,2,50.3985097,-84.4981695,8.908,2022-05-10 13:01:58,8.600000000000023,,8.600000000000023,-1.6,104.0,25.0,53.0,85.0,308.0,22.5,73.5,12.0,2022,5,10,13,6.23,240.0
15046.93,8.897,2,50.3984879,-84.4980402,8.897,2022-05-10 13:01:59,8.800000000000011,,8.800000000000011,-0.9,103.0,25.5,51.0,85.5,361.0,23.0,74.0,12.0,2022,5,10,13,6.23,240.0
15056.02,8.876,2,50.3984698,-84.4979111,8.876,2022-05-10 13:02:00,9.199999999999989,,9.199999999999989,0.09,101.0,33.0,47.0,95.5,366.0,27.0,83.5,12.0,2022,5,10,13,6.23,240.0
15064.78,8.665,2,50.3984539,-84.4977864,8.665,2022-05-10 13:02:01,9.0,,9.0,0.77,100.0,28.5,47.0,86.5,364.0,34.5,94.5,12.0,2022,5,10,13,6.23,240.0
15073.49,8.411,2,50.3984379,-84.4976623,8.411,2022-05-10 13:02:02,9.600000000000023,,9.600000000000023,1.46,98.0,26.0,48.0,81.5,384.0,35.0,96.5,12.0,2022,5,10,13,6.23,240.0
15082.02,8.535,2,50.3984256,-84.4975402,8.535,2022-05-10 13:02:03,9.800000000000011,,9.800000000000011,2.43,97.0,27.5,49.0,85.5,396.0,32.0,94.0,12.0,2022,5,10,13,6.23,240.0
15090.78,8.901,2,50.3984136,-84.4974145,8.901,2022-05-10 13:02:04,10.199999999999989,,10.199999999999989,2.93,97.0,28.5,50.0,93.0,356.0,34.0,96.0,12.0,2022,5,10,13,6.23,240.0
15099.62,8.744,2,50.3984017,-84.4972878,8.744,2022-05-10 13:02:05,10.600000000000023,,10.600000000000023,2.87,96.0,30.0,44.0,97.5,431.0,30.0,97.0,12.0,2022,5,10,13,6.23,240.0
15108.17,8.52,2,50.3983899,-84.4971652,8.52,2022-05-10 13:02:06,11.0,,11.0,3.13,96.0,30.0,46.0,96.5,387.0,29.5,94.0,12.0,2022,5,10,13,6.23,240.0
15116.72,8.683,2,50.3983762,-84.497043,8.683,2022-05-10 13:02:07,11.199999999999989,,11.199999999999989,3.53,96.0,29.0,48.0,92.0,348.0,30.0,93.0,12.0,2022,5,10,13,6.23,240.0
15125.53,8.716,2,50.3983604,-84.4969174,8.716,2022-05-10 13:02:08,11.199999999999989,,11.199999999999989,3.27,97.0,28.0,48.0,86.5,349.0,30.5,95.0,12.0,2022,5,10,13,6.23,240.0
15134.55,8.753,2,50.3983407,-84.4967898,8.753,2022-05-10 13:02:09,11.199999999999989,,11.199999999999989,2.88,97.0,28.0,49.0,89.0,301.0,30.0,91.5,12.0,2022,5,10,13,6.23,240.0
15144.0,8.994,2,50.3983207,-84.4966559,8.994,2022-05-10 13:02:10,11.199999999999989,,11.199999999999989,2.49,98.0,24.0,49.0,82.0,304.0,30.5,92.5,12.0,2022,5,10,13,6.23,240.0
15153.26,8.985,2,50.3983065,-84.4965234,8.985,2022-05-10 13:02:11,11.199999999999989,,11.199999999999989,1.64,99.0,21.5,50.0,77.5,294.0,27.0,85.0,12.0,2022,5,10,13,6.23,240.0
15162.82,9.058,2,50.3982907,-84.4963868,9.058,2022-05-10 13:02:12,11.399999999999977,,11.399999999999977,0.68,99.0,21.0,50.0,78.0,288.0,25.5,83.0,12.0,2022,5,10,13,6.23,240.0
15172.57,9.057,2,50.3982766,-84.4962471,9.057,2022-05-10 13:02:13,11.600000000000023,,11.600000000000023,0.44,99.0,22.5,50.0,81.0,286.0,25.0,85.0,12.0,2022,5,10,13,6.23,240.0
15182.27,9.025,2,50.3982644,-84.4961079,9.025,2022-05-10 13:02:14,11.800000000000011,,11.800000000000011,0.9,99.0,24.0,50.0,84.5,283.0,25.0,87.0,12.0,2022,5,10,13,6.23,240.0
15191.78,9.048,2,50.3982563,-84.4959708,9.048,2022-05-10 13:02:15,12.0,,12.0,1.42,100.0,21.5,50.0,78.5,264.0,25.5,83.0,12.0,2022,5,10,13,6.23,240.0
15201.48,9.137,2,50.3982483,-84.4958311,9.137,2022-05-10 13:02:16,12.0,,12.0,1.76,100.0,20.5,50.0,75.5,254.0,25.5,80.5,12.0,2022,5,10,13,6.23,240.0
15210.85,9.373,2,50.3982441,-84.4956958,9.373,2022-05-10 13:02:17,12.0,,12.0,1.68,100.0,22.0,50.0,77.5,281.0,26.0,80.5,12.0,2022,5,10,13,6.23,240.0
15220.3,9.305,2,50.398242,-84.4955592,9.305,2022-05-10 13:02:18,12.0,,12.0,1.19,101.0,24.5,52.0,87.0,232.0,24.0,77.5,12.0,2022,5,10,13,6.23,240.0
15229.81,9.528,2,50.3982382,-84.4954218,9.528,2022-05-10 13:02:19,11.800000000000011,,11.800000000000011,0.59,101.0,18.5,52.0,69.0,181.0,25.5,79.5,12.0,2022,5,10,13,6.23,240.0
15239.38,9.652,2,50.3982379,-84.4952835,9.652,2022-05-10 13:02:20,11.600000000000023,,11.600000000000023,-0.14,102.0,17.0,49.0,62.5,253.0,25.5,80.0,12.0,2022,5,10,13,6.23,240.0
15249.46,9.523,2,50.3982397,-84.4951378,9.523,2022-05-10 13:02:21,11.399999999999977,,11.399999999999977,-0.81,104.0,18.0,49.0,66.0,299.0,25.5,79.0,12.0,2022,5,10,13,6.23,240.0
15259.04,9.643,2,50.3982472,-84.4949996,9.643,2022-05-10 13:02:22,11.399999999999977,,11.399999999999977,-1.19,104.0,20.0,53.0,76.5,241.0,26.0,77.0,12.0,2022,5,10,13,6.23,240.0
15268.66,9.642,2,50.3982607,-84.4948619,9.642,2022-05-10 13:02:23,11.600000000000023,,11.600000000000023,-1.11,105.0,20.5,50.0,77.0,263.0,26.5,77.5,12.0,2022,5,10,13,6.23,240.0
15278.4,9.511,2,50.3982785,-84.4947231,9.511,2022-05-10 13:02:24,11.600000000000023,,11.600000000000023,-0.79,105.0,23.5,49.0,80.5,242.0,30.5,85.5,12.0,2022,5,10,13,6.23,240.0
15288.11,9.471,2,50.398289,-84.4945836,9.471,2022-05-10 13:02:25,11.600000000000023,,11.600000000000023,-0.49,104.0,22.5,47.0,74.0,232.0,27.5,81.5,12.0,2022,5,10,13,6.23,240.0
15297.53,9.485,2,50.3983006,-84.4944482,9.485,2022-05-10 13:02:26,11.800000000000011,,11.800000000000011,-0.14,104.0,20.5,46.0,67.0,222.0,23.0,74.0,12.0,2022,5,10,13,6.23,240.0
15307.19,9.485,2,50.3983164,-84.4943102,9.485,2022-05-10 13:02:27,11.600000000000023,,11.600000000000023,0.0,104.0,24.5,54.0,80.0,256.0,25.5,79.0,12.0,2022,5,10,13,6.23,240.0
15316.65,9.342,2,50.3983304,-84.4941748,9.342,2022-05-10 13:02:28,11.199999999999989,,11.199999999999989,0.0,104.0,22.5,49.0,76.0,282.0,24.0,76.5,12.0,2022,5,10,13,6.23,240.0
15326.08,9.454,2,50.3983405,-84.4940391,9.454,2022-05-10 13:02:29,10.800000000000011,,10.800000000000011,-0.4,104.0,27.5,52.0,85.5,269.0,26.0,77.5,12.0,2022,5,10,13,6.23,240.0
15335.79,9.566,2,50.3983541,-84.4939,9.566,2022-05-10 13:02:30,10.600000000000023,,10.600000000000023,-1.41,104.0,26.5,55.0,86.5,279.0,32.0,88.5,12.0,2022,5,10,13,6.23,240.0
15345.45,9.571,2,50.3983682,-84.4937617,9.571,2022-05-10 13:02:31,10.600000000000023,,10.600000000000023,-2.25,104.0,25.0,55.0,85.5,311.0,31.5,92.0,12.0,2022,5,10,13,6.23,240.0
15355.07,9.42,2,50.3983821,-84.4936239,9.42,2022-05-10 13:02:32,10.800000000000011,,10.800000000000011,-2.27,104.0,26.5,55.0,89.0,345.0,27.0,88.0,12.0,2022,5,10,13,6.23,240.0
15364.48,9.401,2,50.398396,-84.4934891,9.401,2022-05-10 13:02:33,11.0,,11.0,-1.73,103.0,26.5,51.0,89.0,346.0,27.0,88.0,12.0,2022,5,10,13,6.23,240.0
15374.02,9.212,2,50.3984082,-84.4933522,9.212,2022-05-10 13:02:34,11.199999999999989,,11.199999999999989,-0.95,103.0,31.5,49.0,93.5,396.0,32.0,92.0,12.0,2022,5,10,13,6.23,240.0
15383.37,9.286,2,50.3984201,-84.493218,9.286,2022-05-10 13:02:35,11.199999999999989,,11.199999999999989,0.12,103.0,34.5,46.0,96.5,459.0,35.5,95.0,12.0,2022,5,10,13,6.23,240.0
15392.83,9.495,2,50.3984339,-84.4930826,9.495,2022-05-10 13:02:36,11.199999999999989,,11.199999999999989,1.11,103.0,34.5,44.0,96.5,495.0,35.5,95.0,12.0,2022,5,10,13,6.23,240.0
15402.34,9.491,2,50.3984495,-84.4929467,9.491,2022-05-10 13:02:37,11.800000000000011,,11.800000000000011,1.82,104.0,37.0,45.0,97.5,509.0,40.0,98.5,12.0,2022,5,10,13,6.23,240.0
15411.94,9.48,2,50.3984618,-84.4928089,9.48,2022-05-10 13:02:38,12.200000000000045,,12.200000000000045,2.46,104.0,36.0,47.0,97.5,513.0,37.0,99.0,12.0,2022,5,10,13,6.23,240.0
15421.31,9.261,2,50.3984755,-84.4926748,9.261,2022-05-10 13:02:39,12.600000000000023,,12.600000000000023,2.89,104.0,35.5,46.0,96.5,521.0,38.0,99.5,12.0,2022,5,10,13,6.23,240.0
15430.58,9.017,2,50.3984895,-84.4925421,9.017,2022-05-10 13:02:40,12.600000000000023,,12.600000000000023,3.15,101.0,35.0,46.0,96.0,541.0,39.0,99.5,12.0,2022,5,10,13,6.23,240.0
15439.46,8.732,2,50.3985015,-84.4924147,8.732,2022-05-10 13:02:41,13.0,,13.0,3.24,100.0,35.0,50.0,96.0,544.0,39.0,99.5,12.0,2022,5,10,13,6.23,240.0
15448.11,8.463,2,50.3985153,-84.4922911,8.463,2022-05-10 13:02:42,13.0,,13.0,3.09,99.0,35.0,50.0,96.0,518.0,39.0,99.5,12.0,2022,5,10,13,6.23,240.0
15456.54,8.555,2,50.3985307,-84.4921709,8.555,2022-05-10 13:02:43,13.0,,13.0,2.5,97.0,33.0,48.0,99.0,449.0,36.0,100.0,12.0,2022,5,10,13,6.23,240.0
15465.32,8.559,2,50.398545,-84.4920456,8.559,2022-05-10 13:02:44,13.399999999999977,,13.399999999999977,1.74,95.0,32.0,48.0,96.5,423.0,35.0,99.5,12.0,2022,5,10,13,6.23,240.0
15474.05,8.588,2,50.3985591,-84.4919208,8.588,2022-05-10 13:02:45,13.600000000000023,,13.600000000000023,1.55,94.0,31.5,47.0,94.0,361.0,33.5,98.5,12.0,2022,5,10,13,6.23,240.0
15482.69,8.554,2,50.3985731,-84.4917973,8.554,2022-05-10 13:02:46,14.0,,14.0,2.03,93.0,28.5,44.0,88.0,271.0,31.5,97.5,12.0,2022,5,10,13,6.23,240.0
15490.98,8.424,2,50.3985868,-84.491679,8.424,2022-05-10 13:02:47,14.399999999999977,,14.399999999999977,2.53,93.0,23.5,42.0,78.0,181.0,30.0,98.0,12.0,2022,5,10,13,6.23,240.0
15499.55,8.42,2,50.3986027,-84.4915569,8.42,2022-05-10 13:02:48,14.399999999999977,,14.399999999999977,2.9,92.0,22.5,50.0,73.0,143.0,26.0,86.5,12.0,2022,5,10,13,6.23,240.0
