battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,timestamp,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,heart_rate,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,95,26.0,51.0,86.5,297,26.5,85.0,8,2022-05-10 23:47:23,6070.74,8.793,2.0,50.4032883,-84.4792796,8.793,129.0,6.199999999999989,6.199999999999989,-1.53,2022,5,10,23,4.76,219.0
,93,26.5,50.0,86.0,233,31.0,92.0,8,2022-05-10 23:47:24,6078.83,8.342,2.0,50.403204,-84.4792516,8.342,129.0,6.199999999999989,6.199999999999989,-0.64,2022,5,10,23,4.76,219.0
,90,25.0,51.0,82.5,177,32.0,92.5,8,2022-05-10 23:47:25,6086.89,8.234,2.0,50.4031229,-84.4792115,8.234,129.0,6.199999999999989,6.199999999999989,-0.07,2022,5,10,23,4.76,219.0
,88,19.5,48.0,67.5,163,25.5,86.0,8,2022-05-10 23:47:26,6095.43,8.366,2.0,50.4030408,-84.4791568,8.366,130.0,6.199999999999989,6.199999999999989,0.0,2022,5,10,23,4.76,219.0
,90,21.0,55.0,70.0,182,25.5,78.0,8,2022-05-10 23:47:27,6102.98,8.364,2.0,50.4029711,-84.4791011,8.364,129.0,6.199999999999989,6.199999999999989,0.23,2022,5,10,23,4.76,219.0
,94,22.5,57.0,73.0,230,25.5,74.5,8,2022-05-10 23:47:28,6111.94,8.633,2.0,50.4028937,-84.4790244,8.633,128.0,6.199999999999989,6.199999999999989,0.27,2022,5,10,23,4.76,219.0
,94,25.0,53.0,80.5,286,24.0,70.0,8,2022-05-10 23:47:29,6121.5,8.782,2.0,50.4028172,-84.4789324,8.782,128.0,6.0,6.0,0.04,2022,5,10,23,4.76,219.0
,94,27.5,53.0,88.0,312,24.0,70.0,8,2022-05-10 23:47:30,6130.17,8.697,2.0,50.4027547,-84.4788398,8.697,128.0,6.199999999999989,6.199999999999989,0.0,2022,5,10,23,4.76,219.0
,93,26.0,51.0,83.5,295,31.5,87.5,8,2022-05-10 23:47:31,6138.68,8.579,2.0,50.4026993,-84.478742,8.579,129.0,6.199999999999989,6.199999999999989,0.0,2022,5,10,23,4.76,219.0
,92,26.0,51.0,85.0,269,33.5,92.0,8,2022-05-10 23:47:32,6147.21,8.552,2.0,50.4026455,-84.4786423,8.552,130.0,6.199999999999989,6.199999999999989,0.0,2022,5,10,23,4.76,219.0
,92,26.0,52.0,86.0,228,33.5,92.0,8,2022-05-10 23:47:33,6155.43,8.303,2.0,50.4025943,-84.4785453,8.303,129.0,6.199999999999989,6.199999999999989,0.0,2022,5,10,23,4.76,219.0
,99,26.0,54.0,86.0,215,33.5,92.0,8,2022-05-10 23:47:34,6163.25,7.887,2.0,50.4025475,-84.4784516,7.887,129.0,6.0,6.0,0.0,2022,5,10,23,4.76,219.0
,99,22.5,54.0,76.0,210,22.5,71.0,8,2022-05-10 23:47:35,6171.01,7.487,2.0,50.4025017,-84.4783579,7.487,129.0,6.0,6.0,0.0,2022,5,10,23,4.76,219.0
,98,22.0,56.0,75.0,212,21.0,67.5,8,2022-05-10 23:47:36,6178.48,7.352,2.0,50.4024557,-84.4782693,7.352,130.0,5.800000000000011,5.800000000000011,-0.32,2022,5,10,23,4.76,219.0
,96,22.5,54.0,75.0,241,22.0,69.0,8,2022-05-10 23:47:37,6185.65,6.95,2.0,50.4024091,-84.4781869,6.95,129.0,6.0,6.0,-0.38,2022,5,10,23,4.76,219.0
,94,24.0,53.0,80.5,278,23.0,72.0,8,2022-05-10 23:47:38,6192.84,6.492,2.0,50.4023587,-84.4781083,6.492,129.0,6.199999999999989,6.199999999999989,-0.06,2022,5,10,23,4.76,219.0
,92,24.5,51.0,85.0,267,25.5,80.0,8,2022-05-10 23:47:39,6199.64,6.351,2.0,50.4023053,-84.4780415,6.351,130.0,6.399999999999977,6.399999999999977,0.36,2022,5,10,23,4.76,219.0
,87,21.0,46.0,74.0,184,30.5,93.5,8,2022-05-10 23:47:40,6206.28,6.598,2.0,50.4022509,-84.4779793,6.598,130.0,6.600000000000023,6.600000000000023,1.17,2022,5,10,23,4.76,219.0
,65,17.0,36.0,73.5,223,30.0,89.0,8,2022-05-10 23:47:41,6213.06,6.466,2.0,50.4021965,-84.4779142,6.466,130.0,6.600000000000023,6.600000000000023,1.84,2022,5,10,23,4.76,219.0
,62,29.5,32.0,89.5,304,32.5,92.0,8,2022-05-10 23:47:42,6219.49,5.915,2.0,50.4021456,-84.4778513,5.915,130.0,7.0,7.0,2.09,2022,5,10,23,4.76,219.0
,80,35.0,40.0,100.0,354,34.5,96.0,8,2022-05-10 23:47:43,6225.65,5.861,2.0,50.4020931,-84.4777976,5.861,129.0,7.199999999999989,7.199999999999989,2.17,2022,5,10,23,4.76,219.0
,80,31.5,52.0,99.5,367,35.0,97.0,8,2022-05-10 23:47:44,6231.71,5.628,2.0,50.4020365,-84.4777544,5.628,130.0,7.399999999999977,7.399999999999977,2.37,2022,5,10,23,4.76,219.0
,79,33.0,52.0,100.0,358,35.5,97.5,8,2022-05-10 23:47:45,6237.52,5.472,2.0,50.4019815,-84.4777147,5.472,131.0,7.800000000000011,7.800000000000011,2.72,2022,5,10,23,4.76,219.0
,78,34.5,52.0,100.0,280,38.0,99.5,8,2022-05-10 23:47:46,6243.21,5.373,2.0,50.4019293,-84.4776723,5.373,131.0,8.0,8.0,3.45,2022,5,10,23,4.76,219.0
,77,30.5,51.0,94.0,252,34.5,96.5,8,2022-05-10 23:47:47,6248.18,5.626,2.0,50.4018867,-84.4776291,5.626,130.0,8.199999999999989,8.199999999999989,4.36,2022,5,10,23,4.76,219.0
,76,28.5,51.0,91.0,278,31.0,91.0,8,2022-05-10 23:47:48,6254.54,6.142,2.0,50.4018329,-84.4775726,6.142,130.0,8.399999999999977,8.399999999999977,4.74,2022,5,10,23,4.76,219.0
,79,28.0,51.0,90.5,321,29.5,87.0,8,2022-05-10 23:47:49,6261.62,6.045,2.0,50.4017724,-84.4775107,6.045,130.0,8.800000000000011,8.800000000000011,4.7,2022,5,10,23,4.76,219.0
,80,28.0,46.0,90.0,248,30.0,87.5,8,2022-05-10 23:47:50,6267.5,5.326,2.0,50.4017214,-84.4774604,5.326,128.0,9.0,9.0,4.63,2022,5,10,23,4.76,219.0
,78,27.5,48.0,84.5,169,34.5,92.5,8,2022-05-10 23:47:51,6273.14,5.423,2.0,50.4016721,-84.4774131,5.423,128.0,9.199999999999989,9.199999999999989,4.38,2022,5,10,23,4.76,219.0
,74,24.5,46.0,78.0,122,35.0,93.0,8,2022-05-10 23:47:52,6278.92,5.597,2.0,50.4016225,-84.4773628,5.597,129.0,9.399999999999977,9.399999999999977,4.08,2022,5,10,23,4.76,219.0
,70,21.5,44.0,71.5,79,34.5,93.5,8,2022-05-10 23:47:53,6284.96,5.849,2.0,50.4015711,-84.4773094,5.849,129.0,9.399999999999977,9.399999999999977,3.71,2022,5,10,23,4.76,219.0
,66,18.5,42.0,65.0,37,34.0,93.5,8,2022-05-10 23:47:54,6291.36,6.284,2.0,50.4015167,-84.477253,6.284,128.0,9.399999999999977,9.399999999999977,3.1,2022,5,10,23,4.76,219.0
,0,15.5,39.0,59.5,0,34.0,93.5,8,2022-05-10 23:47:55,6298.05,6.646,2.0,50.4014597,-84.477194,6.646,129.0,9.199999999999989,9.199999999999989,2.06,2022,5,10,23,4.76,219.0
,0,15.5,37.0,59.5,0,34.0,93.5,8,2022-05-10 23:47:56,6305.28,7.361,2.0,50.4013967,-84.477133,7.361,129.0,9.0,9.0,0.76,2022,5,10,23,4.76,219.0
,0,15.5,35.0,59.5,0,34.0,93.5,8,2022-05-10 23:47:57,6312.26,6.991,2.0,50.401336,-84.4770737,6.991,129.0,8.800000000000011,8.800000000000011,-0.66,2022,5,10,23,4.76,219.0
,0,15.5,33.0,59.5,0,34.0,93.5,8,2022-05-10 23:47:58,6319.41,6.92,2.0,50.401273,-84.4770147,6.92,129.0,8.399999999999977,8.399999999999977,-1.96,2022,5,10,23,4.76,219.0
,0,15.5,30.0,59.5,0,34.0,93.5,8,2022-05-10 23:47:59,6326.76,7.063,2.0,50.4012081,-84.4769543,7.063,131.0,8.199999999999989,8.199999999999989,-2.87,2022,5,10,23,4.76,219.0
,0,15.5,28.0,59.5,0,34.0,93.5,8,2022-05-10 23:48:00,6334.23,7.046,2.0,50.4011428,-84.4768917,7.046,130.0,8.199999999999989,8.199999999999989,-3.11,2022,5,10,23,4.76,219.0
,61,18.0,51.0,66.0,160,9.5,26.5,8,2022-05-10 23:48:01,6341.71,6.843,2.0,50.401078,-84.4768276,6.843,130.0,8.199999999999989,8.199999999999989,-2.84,2022,5,10,23,4.76,219.0
,88,19.0,59.0,68.5,178,4.0,13.5,8,2022-05-10 23:48:02,6348.73,6.481,2.0,50.401017,-84.4767679,6.481,131.0,8.199999999999989,8.199999999999989,-2.45,2022,5,10,23,4.76,219.0
,86,19.5,52.0,69.5,184,21.5,69.0,8,2022-05-10 23:48:03,6355.33,6.088,2.0,50.4009599,-84.4767114,6.088,130.0,8.199999999999989,8.199999999999989,-1.59,2022,5,10,23,4.76,219.0
,84,19.5,50.0,71.5,209,23.5,72.0,8,2022-05-10 23:48:04,6361.03,5.316,2.0,50.4009123,-84.4766598,5.316,129.0,8.399999999999977,8.399999999999977,-0.59,2022,5,10,23,4.76,219.0
,81,22.0,48.0,74.5,259,22.5,72.5,8,2022-05-10 23:48:05,6366.29,5.101,2.0,50.4008672,-84.4766141,5.101,129.0,8.600000000000023,8.600000000000023,-0.07,2022,5,10,23,4.76,219.0
,74,21.5,48.0,80.5,400,24.0,75.0,8,2022-05-10 23:48:06,6371.29,4.88,2.0,50.4008216,-84.476576,4.88,128.0,8.800000000000011,8.800000000000011,0.65,2022,5,10,23,4.76,219.0
,70,23.5,49.0,90.0,473,22.5,80.5,8,2022-05-10 23:48:07,6376.22,4.745,2.0,50.4007755,-84.4765409,4.745,128.0,9.199999999999989,9.199999999999989,1.87,2022,5,10,23,4.76,219.0
,68,25.5,50.0,96.5,527,20.5,84.5,8,2022-05-10 23:48:08,6381.16,4.618,2.0,50.4007337,-84.4764977,4.618,127.0,9.600000000000023,9.600000000000023,3.0,2022,5,10,23,4.76,219.0
,67,27.0,52.0,98.0,576,24.5,95.0,8,2022-05-10 23:48:09,6385.65,4.482,2.0,50.4006997,-84.4764516,4.482,128.0,10.0,10.0,4.03,2022,5,10,23,4.76,219.0
,67,29.5,55.0,99.0,622,27.5,98.5,8,2022-05-10 23:48:10,6390.57,4.822,2.0,50.4006652,-84.4763978,4.822,127.0,10.399999999999977,10.399999999999977,5.59,2022,5,10,23,4.76,219.0
,68,30.5,52.0,99.5,664,29.0,99.0,8,2022-05-10 23:48:11,6395.85,4.892,2.0,50.400628,-84.4763402,4.892,126.0,11.0,11.0,7.63,2022,5,10,23,4.76,219.0
,68,31.0,52.0,99.5,689,29.5,99.0,8,2022-05-10 23:48:12,6401.13,4.931,2.0,50.4005918,-84.4762814,4.931,126.0,11.600000000000023,11.600000000000023,9.21,2022,5,10,23,4.76,219.0
,70,31.0,52.0,99.5,577,29.5,99.0,8,2022-05-10 23:48:13,6405.96,4.765,2.0,50.4005681,-84.4762203,4.765,127.0,12.200000000000045,12.200000000000045,10.33,2022,5,10,23,4.76,219.0
,70,30.0,50.0,97.0,314,29.5,99.0,8,2022-05-10 23:48:14,6410.52,4.449,2.0,50.400561,-84.4761558,4.449,127.0,12.799999999999955,12.799999999999955,11.32,2022,5,10,23,4.76,219.0
,70,25.0,43.0,82.0,215,31.0,99.0,8,2022-05-10 23:48:15,6414.63,3.891,2.0,50.4005616,-84.4760964,3.891,128.0,13.200000000000045,13.200000000000045,12.01,2022,5,10,23,4.76,219.0
,69,20.0,36.0,67.0,117,32.5,99.5,8,2022-05-10 23:48:16,6418.48,3.733,2.0,50.4005597,-84.476041,3.733,127.0,13.600000000000023,13.600000000000023,11.99,2022,5,10,23,4.76,219.0
,52,17.0,36.0,58.5,201,33.0,99.5,8,2022-05-10 23:48:17,6422.03,3.763,2.0,50.4005558,-84.4759899,3.763,127.0,14.0,14.0,10.95,2022,5,10,23,4.76,219.0
,25,17.0,44.0,58.5,487,33.0,99.5,8,2022-05-10 23:48:18,6426.18,4.04,2.0,50.4005465,-84.4759314,4.04,128.0,14.200000000000045,14.200000000000045,9.72,2022,5,10,23,4.76,219.0
,54,17.0,52.0,58.5,496,33.0,99.5,8,2022-05-10 23:48:19,6430.92,5.024,2.0,50.400532,-84.4758657,5.024,128.0,14.399999999999977,14.399999999999977,8.67,2022,5,10,23,4.76,219.0
,69,21.0,55.0,78.0,467,28.0,98.5,8,2022-05-10 23:48:20,6436.51,5.771,2.0,50.4005212,-84.4757865,5.771,129.0,14.399999999999977,14.399999999999977,7.18,2022,5,10,23,4.76,219.0
,76,24.0,55.0,93.0,491,24.5,98.0,8,2022-05-10 23:48:21,6443.09,6.677,2.0,50.4005186,-84.4756917,6.677,127.0,14.600000000000023,14.600000000000023,5.12,2022,5,10,23,4.76,219.0
,82,24.5,54.0,92.0,523,23.0,95.0,8,2022-05-10 23:48:22,6450.76,7.764,2.0,50.4005213,-84.4755809,7.764,127.0,14.600000000000023,14.600000000000023,3.86,2022,5,10,23,4.76,219.0
,88,25.5,53.0,89.5,573,20.0,88.5,8,2022-05-10 23:48:23,6459.02,8.112,2.0,50.4005239,-84.4754616,8.112,127.0,14.799999999999955,14.799999999999955,3.46,2022,5,10,23,4.76,219.0
,94,23.0,47.0,88.5,254,20.0,88.0,8,2022-05-10 23:48:24,6467.39,7.76,2.0,50.4005219,-84.4753406,7.76,127.0,14.799999999999955,14.799999999999955,2.59,2022,5,10,23,4.76,219.0
,97,18.0,40.0,66.0,82,18.5,72.0,8,2022-05-10 23:48:25,6475.35,7.567,2.0,50.4005138,-84.4752262,7.567,128.0,15.0,15.0,1.74,2022,5,10,23,4.76,219.0
,94,13.5,,49.0,68,17.0,59.5,8,2022-05-10 23:48:26,6483.11,7.286,2.0,50.4004985,-84.475116,7.286,129.0,15.0,15.0,1.35,2022,5,10,23,4.76,219.0
,92,13.0,,50.0,48,17.0,59.5,8,2022-05-10 23:48:27,6490.3,7.166,2.0,50.4004772,-84.4750162,7.166,129.0,14.799999999999955,14.799999999999955,1.07,2022,5,10,23,4.76,219.0
,91,12.5,,50.5,27,17.0,59.5,8,2022-05-10 23:48:28,6497.72,7.146,2.0,50.4004492,-84.4749159,7.146,128.0,14.600000000000023,14.600000000000023,0.24,2022,5,10,23,4.76,219.0
,89,12.0,,51.5,7,17.0,59.5,8,2022-05-10 23:48:29,6504.86,6.744,2.0,50.4004161,-84.4748229,6.744,127.0,14.600000000000023,14.600000000000023,-0.54,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:30,6511.6,6.678,2.0,50.4003827,-84.4747364,6.678,126.0,14.399999999999977,14.399999999999977,-0.85,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:31,6518.63,6.866,2.0,50.4003448,-84.4746486,6.866,125.0,14.200000000000045,14.200000000000045,-1.23,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:32,6525.92,6.903,2.0,50.4003011,-84.4745613,6.903,125.0,14.200000000000045,14.200000000000045,-1.59,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:33,6533.08,6.69,2.0,50.4002591,-84.4744746,6.69,124.0,14.0,14.0,-1.47,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:34,6540.01,6.732,2.0,50.4002206,-84.4743888,6.732,123.0,13.799999999999955,13.799999999999955,-1.48,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:35,6546.75,6.476,2.0,50.4001846,-84.4743044,6.476,123.0,13.600000000000023,13.600000000000023,-2.03,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:36,6553.54,6.459,2.0,50.4001459,-84.4742211,6.459,123.0,13.399999999999977,13.399999999999977,-2.44,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:37,6560.43,6.623,2.0,50.4001049,-84.4741383,6.623,122.0,13.0,13.0,-2.9,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:38,6567.61,6.995,2.0,50.4000604,-84.4740534,6.995,122.0,12.600000000000023,12.600000000000023,-3.81,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:39,6575.21,7.242,2.0,50.4000119,-84.473965,7.242,123.0,12.0,12.0,-4.89,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:40,6583.33,7.875,2.0,50.3999568,-84.4738741,7.875,120.0,11.600000000000023,11.600000000000023,-5.77,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:41,6591.6,8.079,2.0,50.3998964,-84.4737866,8.079,118.0,11.0,11.0,-6.46,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:42,6600.04,8.055,2.0,50.3998308,-84.4737025,8.055,112.0,10.600000000000023,10.600000000000023,-6.25,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:43,6608.63,8.226,2.0,50.3997602,-84.4736228,8.226,109.0,10.399999999999977,10.399999999999977,-5.48,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:44,6617.26,8.182,2.0,50.399686,-84.4735479,8.182,107.0,10.0,10.0,-4.87,2022,5,10,23,4.76,219.0
,0,12.0,,51.5,0,17.0,59.5,8,2022-05-10 23:48:45,6626.08,7.996,2.0,50.3996075,-84.4734765,7.996,107.0,9.800000000000011,9.800000000000011,-4.23,2022,5,10,23,4.76,219.0
,0,12.0,47.0,51.5,0,17.0,59.5,8,2022-05-10 23:48:46,6634.87,7.771,2.0,50.3995305,-84.473403,7.771,107.0,9.800000000000011,9.800000000000011,-3.4,2022,5,10,23,4.76,219.0
,10,13.0,47.0,52.5,93,14.0,58.0,8,2022-05-10 23:48:47,6642.66,7.352,2.0,50.3994658,-84.4733319,7.352,108.0,9.800000000000011,9.800000000000011,-2.77,2022,5,10,23,4.76,219.0
,57,18.0,47.0,57.5,293,0.5,49.5,8,2022-05-10 23:48:48,6650.45,7.476,2.0,50.3994091,-84.4732496,7.476,108.0,9.800000000000011,9.800000000000011,-2.37,2022,5,10,23,4.76,219.0
,71,20.0,64.0,80.0,433,8.5,41.0,8,2022-05-10 23:48:49,6658.26,7.506,2.0,50.3993602,-84.473158,7.506,109.0,9.600000000000023,9.600000000000023,-1.86,2022,5,10,23,4.76,219.0
,75,22.0,61.0,91.0,522,18.5,68.0,8,2022-05-10 23:48:50,6666.3,7.842,2.0,50.3993251,-84.4730527,7.842,109.0,9.399999999999977,9.399999999999977,-1.42,2022,5,10,23,4.76,219.0
,77,25.5,55.0,95.5,577,23.5,93.0,8,2022-05-10 23:48:51,6674.43,8.022,2.0,50.3993048,-84.4729387,8.022,108.0,9.399999999999977,9.399999999999977,-1.19,2022,5,10,23,4.76,219.0
,79,28.5,53.0,97.5,609,23.0,98.0,8,2022-05-10 23:48:52,6682.01,7.371,2.0,50.3992957,-84.4728299,7.371,108.0,9.399999999999977,9.399999999999977,-1.12,2022,5,10,23,4.76,219.0
,80,28.5,51.0,97.5,619,26.0,97.5,8,2022-05-10 23:48:53,6689.85,7.361,2.0,50.3992937,-84.4727168,7.361,107.0,9.600000000000023,9.600000000000023,-0.61,2022,5,10,23,4.76,219.0
,77,28.5,49.0,98.0,612,27.5,98.0,8,2022-05-10 23:48:54,6697.86,7.354,2.0,50.3992951,-84.4726009,7.354,108.0,10.0,10.0,-0.08,2022,5,10,23,4.76,219.0
,75,29.0,49.0,99.0,623,28.0,99.0,8,2022-05-10 23:48:55,6705.4,7.404,2.0,50.399293,-84.4724921,7.404,108.0,10.399999999999977,10.399999999999977,0.56,2022,5,10,23,4.76,219.0
,74,29.5,53.0,98.5,659,28.5,99.0,8,2022-05-10 23:48:56,6712.65,7.184,2.0,50.3992755,-84.4723908,7.184,108.0,10.800000000000011,10.800000000000011,1.86,2022,5,10,23,4.76,219.0
,73,31.0,52.0,99.0,636,30.0,99.0,8,2022-05-10 23:48:57,6719.93,7.507,2.0,50.3992368,-84.4723006,7.507,109.0,11.199999999999989,11.199999999999989,3.15,2022,5,10,23,4.76,219.0
,75,28.5,50.0,98.0,656,31.5,99.5,8,2022-05-10 23:48:58,6727.97,7.914,2.0,50.3991805,-84.4722127,7.914,108.0,11.399999999999977,11.399999999999977,3.99,2022,5,10,23,4.76,219.0
,78,27.0,49.0,97.5,588,32.0,99.5,8,2022-05-10 23:48:59,6736.78,8.484,2.0,50.399109,-84.4721298,8.484,108.0,11.600000000000023,11.600000000000023,4.56,2022,5,10,23,4.76,219.0
,81,25.0,47.0,96.0,450,30.5,99.5,8,2022-05-10 23:49:00,6745.63,8.686,2.0,50.3990309,-84.4720571,8.686,108.0,11.800000000000011,11.800000000000011,4.74,2022,5,10,23,4.76,219.0
,85,22.0,45.0,92.0,275,28.0,99.0,8,2022-05-10 23:49:01,6754.81,9.057,2.0,50.3989452,-84.471992,9.057,108.0,12.200000000000045,12.200000000000045,4.44,2022,5,10,23,4.76,219.0
,85,15.5,45.0,56.5,107,21.5,68.0,8,2022-05-10 23:49:02,6763.89,8.716,2.0,50.3988598,-84.4719284,8.716,107.0,12.399999999999977,12.399999999999977,3.87,2022,5,10,23,4.76,219.0
,84,17.0,50.0,56.5,111,21.0,67.0,8,2022-05-10 23:49:03,6772.7,8.308,2.0,50.3987778,-84.4718649,8.308,106.0,12.399999999999977,12.399999999999977,3.15,2022,5,10,23,4.76,219.0
,84,18.5,52.0,60.0,119,19.5,63.0,8,2022-05-10 23:49:04,6781.49,8.411,2.0,50.3986961,-84.4718012,8.411,107.0,12.399999999999977,12.399999999999977,2.49,2022,5,10,23,4.76,219.0
,84,20.5,53.0,65.0,129,18.0,60.5,8,2022-05-10 23:49:05,6790.14,8.354,2.0,50.3986134,-84.4717443,8.354,108.0,12.399999999999977,12.399999999999977,1.9,2022,5,10,23,4.76,219.0
,84,21.5,53.0,69.0,158,18.5,60.5,8,2022-05-10 23:49:06,6798.97,8.447,2.0,50.3985295,-84.471685,8.447,109.0,12.399999999999977,12.399999999999977,1.22,2022,5,10,23,4.76,219.0
,83,22.0,55.0,70.5,243,20.0,63.0,8,2022-05-10 23:49:07,6807.6,8.633,2.0,50.3984489,-84.4716233,8.633,110.0,12.200000000000045,12.200000000000045,0.46,2022,5,10,23,4.76,219.0
,84,23.0,55.0,76.0,198,20.5,67.5,8,2022-05-10 23:49:08,6816.36,8.288,2.0,50.3983691,-84.4715563,8.288,110.0,12.0,12.0,-0.21,2022,5,10,23,4.76,219.0
,83,23.5,51.0,77.5,173,20.5,69.0,8,2022-05-10 23:49:09,6824.86,8.062,2.0,50.3982938,-84.4714869,8.062,111.0,11.800000000000011,11.800000000000011,-0.71,2022,5,10,23,4.76,219.0
,82,21.5,44.0,71.5,150,23.0,73.5,8,2022-05-10 23:49:10,6833.09,8.04,2.0,50.3982206,-84.4714204,8.04,112.0,11.800000000000011,11.800000000000011,-1.13,2022,5,10,23,4.76,219.0
,81,17.5,36.0,59.5,122,28.0,82.5,8,2022-05-10 23:49:11,6841.35,7.934,2.0,50.3981458,-84.4713562,7.934,111.0,11.600000000000023,11.600000000000023,-1.63,2022,5,10,23,4.76,219.0
,80,21.0,36.0,70.5,121,28.0,82.5,8,2022-05-10 23:49:12,6849.46,8.083,2.0,50.3980707,-84.4712969,8.083,110.0,11.600000000000023,11.600000000000023,-1.87,2022,5,10,23,4.76,219.0
,79,18.5,36.0,65.0,117,22.0,69.5,8,2022-05-10 23:49:13,6857.66,8.123,2.0,50.3979949,-84.4712364,8.123,110.0,11.399999999999977,11.399999999999977,-1.82,2022,5,10,23,4.76,219.0
,79,18.0,36.0,63.5,122,20.5,66.0,8,2022-05-10 23:49:14,6865.81,7.694,2.0,50.3979184,-84.4711793,7.694,109.0,11.0,11.0,-1.93,2022,5,10,23,4.76,219.0
,79,18.5,50.0,63.0,129,20.5,66.0,8,2022-05-10 23:49:15,6873.65,7.678,2.0,50.3978438,-84.4711267,7.678,109.0,10.800000000000011,10.800000000000011,-2.15,2022,5,10,23,4.76,219.0
,79,19.5,51.0,66.0,123,20.0,69.0,8,2022-05-10 23:49:16,6881.58,7.838,2.0,50.3977688,-84.4710723,7.838,109.0,10.800000000000011,10.800000000000011,-2.17,2022,5,10,23,4.76,219.0
,79,20.0,45.0,67.0,141,19.5,70.0,8,2022-05-10 23:49:17,6889.32,7.734,2.0,50.3976947,-84.4710216,7.734,109.0,10.600000000000023,10.600000000000023,-2.23,2022,5,10,23,4.76,219.0
,78,21.0,48.0,72.0,155,23.0,76.5,8,2022-05-10 23:49:18,6897.2,7.654,2.0,50.3976186,-84.4709716,7.654,110.0,10.600000000000023,10.600000000000023,-2.18,2022,5,10,23,4.76,219.0
,78,22.0,50.0,74.5,124,26.0,82.0,8,2022-05-10 23:49:19,6905.16,7.785,2.0,50.3975426,-84.4709189,7.785,109.0,10.600000000000023,10.600000000000023,-1.67,2022,5,10,23,4.76,219.0
,76,21.5,48.0,71.0,115,28.5,85.0,8,2022-05-10 23:49:20,6913.09,7.694,2.0,50.3974674,-84.4708654,7.694,108.0,10.600000000000023,10.600000000000023,-0.78,2022,5,10,23,4.76,219.0
,75,18.5,49.0,66.0,96,24.0,75.5,8,2022-05-10 23:49:21,6920.73,7.331,2.0,50.3973943,-84.4708152,7.331,107.0,10.399999999999977,10.399999999999977,-0.42,2022,5,10,23,4.76,219.0
,75,16.0,48.0,57.5,91,22.5,70.5,8,2022-05-10 23:49:22,6928.28,7.258,2.0,50.3973228,-84.4707638,7.258,108.0,10.399999999999977,10.399999999999977,-0.65,2022,5,10,23,4.76,219.0
,74,16.5,51.0,57.5,92,20.0,65.5,7,2022-05-10 23:49:23,6936.06,7.524,2.0,50.3972494,-84.4707099,7.524,108.0,10.199999999999989,10.199999999999989,-0.72,2022,5,10,23,4.76,219.0
,74,17.0,53.0,61.0,92,19.5,63.0,7,2022-05-10 23:49:24,6943.8,7.452,2.0,50.3971759,-84.4706576,7.452,109.0,10.199999999999989,10.199999999999989,-0.9,2022,5,10,23,4.76,219.0
,73,17.5,53.0,63.0,99,21.5,65.5,7,2022-05-10 23:49:25,6951.29,7.366,2.0,50.397106,-84.470604,7.366,109.0,10.0,10.0,-1.15,2022,5,10,23,4.76,219.0
,73,18.0,53.0,63.5,86,22.0,65.0,7,2022-05-10 23:49:26,6958.95,7.505,2.0,50.3970362,-84.4705455,7.505,109.0,10.0,10.0,-1.3,2022,5,10,23,4.76,219.0
,73,16.5,48.0,55.0,74,21.5,69.0,7,2022-05-10 23:49:27,6966.6,7.694,2.0,50.3969657,-84.4704888,7.694,109.0,10.0,10.0,-1.25,2022,5,10,23,4.76,219.0
,73,15.5,45.0,51.0,76,21.0,70.0,7,2022-05-10 23:49:28,6974.42,7.408,2.0,50.3968919,-84.4704351,7.408,109.0,10.0,10.0,-1.04,2022,5,10,23,4.76,219.0
