cadence,calories,power,timestamp,altitude,ascent,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,battery_soc,year,month,day,hour,wind_speed,wind_direction
1.0,119,0.0,2023-02-11 00:30:17,29.0,28.0,33.0,4305.78,29.0,2.315,2.0,0.0,28.0,60.0,90.0,50.5215341,-84.8319054,11.5,38.0,2.315,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:18,29.200000000000045,28.0,33.0,4307.67,29.200000000000045,1.664,2.0,0.05,28.0,62.0,90.0,50.5215158,-84.831917,12.0,41.5,1.664,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:19,29.200000000000045,28.0,33.0,4309.08,29.200000000000045,1.117,2.0,0.54,28.0,65.0,90.5,50.521501,-84.8319124,12.5,44.5,1.117,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:20,29.200000000000045,29.0,33.0,4310.05,29.200000000000045,0.708,2.0,1.11,27.5,68.0,90.5,50.5214908,-84.8319101,13.0,47.5,0.708,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:21,29.200000000000045,29.0,33.0,4310.69,29.200000000000045,0.595,2.0,1.72,27.5,70.0,90.5,50.5214816,-84.8319032,14.0,50.5,0.595,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:22,29.399999999999977,29.0,33.0,4311.27,29.399999999999977,0.605,2.0,2.29,27.5,73.0,91.0,50.5214759,-84.831901,14.5,53.5,0.605,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:23,29.399999999999977,29.0,33.0,4311.4,29.399999999999977,0.263,2.0,3.04,27.5,75.0,91.0,50.5214748,-84.831901,15.0,57.0,0.263,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:24,29.399999999999977,29.0,33.0,4311.4,29.399999999999977,0.065,2.0,3.94,27.0,78.0,91.0,50.5214748,-84.831901,15.5,60.0,0.065,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:25,29.399999999999977,29.0,33.0,4311.4,29.399999999999977,1.629,2.0,0.75,27.0,81.0,91.5,50.5214748,-84.831901,16.0,63.0,1.629,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:26,29.399999999999977,29.0,33.0,4315.16,29.399999999999977,2.949,2.0,0.0,27.0,83.0,91.5,50.5214406,-84.8318736,17.0,66.0,2.949,9.0,,2023,2,11,0,2.39,237.0
0.0,119,0.0,2023-02-11 00:30:27,29.200000000000045,29.0,33.0,4319.64,29.200000000000045,4.124,2.0,0.0,26.5,86.0,91.5,50.5214015,-84.8318367,17.5,69.0,4.124,9.0,,2023,2,11,0,2.39,237.0
23.0,119,89.0,2023-02-11 00:30:28,29.0,29.0,33.0,4324.45,29.0,5.07,2.0,0.0,26.5,88.0,92.0,50.5213586,-84.8318007,18.0,72.5,5.07,9.0,,2023,2,11,0,2.39,237.0
55.0,120,242.0,2023-02-11 00:30:29,28.799999999999955,29.0,33.0,4330.04,28.799999999999955,5.888,2.0,0.0,26.5,78.0,91.5,50.5213063,-84.8317575,18.5,75.5,5.888,9.0,,2023,2,11,0,2.39,237.0
72.0,120,301.0,2023-02-11 00:30:30,28.600000000000023,29.0,33.0,4337.09,28.600000000000023,6.735,2.0,0.0,26.0,49.0,87.5,50.5212409,-84.8317048,19.0,80.0,6.735,9.0,,2023,2,11,0,2.39,237.0
80.0,120,349.0,2023-02-11 00:30:31,28.399999999999977,29.0,33.0,4344.66,28.399999999999977,7.225,2.0,0.0,25.5,49.0,84.0,50.5211699,-84.8316575,20.0,84.5,7.225,9.0,,2023,2,11,0,2.39,237.0
84.0,121,372.0,2023-02-11 00:30:32,28.200000000000045,29.0,33.0,4352.31,28.200000000000045,7.397,2.0,0.0,27.0,46.0,86.0,50.5210969,-84.8316051,26.0,91.5,7.397,9.0,,2023,2,11,0,2.39,237.0
88.0,121,305.0,2023-02-11 00:30:33,28.0,29.0,33.0,4359.96,28.0,7.345,2.0,0.0,28.0,46.0,88.0,50.5210236,-84.831557,30.0,93.5,7.345,9.0,,2023,2,11,0,2.39,237.0
87.0,121,299.0,2023-02-11 00:30:34,28.200000000000045,29.0,34.0,4367.34,28.200000000000045,6.896,2.0,-2.48,28.0,48.0,86.5,50.5209504,-84.8315182,25.5,85.5,6.896,9.0,,2023,2,11,0,2.39,237.0
86.0,122,295.0,2023-02-11 00:30:35,28.399999999999977,29.0,34.0,4374.59,28.399999999999977,6.741,2.0,-2.56,29.0,50.0,88.5,50.5208777,-84.8314749,28.5,90.0,6.741,9.0,,2023,2,11,0,2.39,237.0
82.0,122,307.0,2023-02-11 00:30:36,28.600000000000023,29.0,34.0,4381.61,28.600000000000023,6.643,2.0,-0.44,29.5,49.0,91.0,50.5208084,-84.8314363,32.0,95.0,6.643,9.0,,2023,2,11,0,2.39,237.0
79.0,122,311.0,2023-02-11 00:30:37,29.0,29.0,34.0,4388.28,29.0,6.406,2.0,-0.65,30.5,51.0,93.0,50.5207401,-84.8313999,32.5,96.5,6.406,9.0,,2023,2,11,0,2.39,237.0
77.0,123,317.0,2023-02-11 00:30:38,29.399999999999977,29.0,34.0,4394.62,29.399999999999977,5.969,2.0,0.17,31.5,50.0,94.0,50.5206787,-84.8313635,32.0,97.0,5.969,9.0,,2023,2,11,0,2.39,237.0
75.0,123,321.0,2023-02-11 00:30:39,29.799999999999955,30.0,34.0,4400.52,29.799999999999955,5.746,2.0,1.43,32.5,50.0,95.5,50.5206195,-84.831334,31.5,97.0,5.746,9.0,,2023,2,11,0,2.39,237.0
76.0,123,333.0,2023-02-11 00:30:40,30.200000000000045,30.0,34.0,4406.15,30.200000000000045,5.52,2.0,2.47,31.0,51.0,97.5,50.5205644,-84.831307,30.5,97.0,5.52,9.0,,2023,2,11,0,2.39,237.0
84.0,124,340.0,2023-02-11 00:30:41,30.600000000000023,31.0,34.0,4411.71,30.600000000000023,5.683,2.0,3.43,30.5,51.0,97.5,50.5205061,-84.8312796,30.0,97.0,5.683,9.0,,2023,2,11,0,2.39,237.0
87.0,124,346.0,2023-02-11 00:30:42,30.799999999999955,31.0,34.0,4417.65,30.799999999999955,5.915,2.0,4.19,30.0,47.0,97.0,50.5204466,-84.8312521,29.5,96.5,5.915,9.0,,2023,2,11,0,2.39,237.0
88.0,124,329.0,2023-02-11 00:30:43,31.0,31.0,34.0,4423.73,31.0,6.063,2.0,4.58,30.0,49.0,97.0,50.5203845,-84.8312181,29.5,96.0,6.063,9.0,,2023,2,11,0,2.39,237.0
89.0,125,326.0,2023-02-11 00:30:44,31.200000000000045,31.0,34.0,4429.88,31.200000000000045,6.116,2.0,4.65,29.5,51.0,97.0,50.5203245,-84.8311887,29.0,94.5,6.116,9.0,,2023,2,11,0,2.39,237.0
90.0,125,337.0,2023-02-11 00:30:45,31.399999999999977,32.0,34.0,4436.12,31.399999999999977,6.1,2.0,4.5,28.5,52.0,96.5,50.5202624,-84.8311548,29.0,94.0,6.1,9.0,,2023,2,11,0,2.39,237.0
91.0,125,378.0,2023-02-11 00:30:46,31.600000000000023,32.0,34.0,4442.45,31.600000000000023,6.28,2.0,4.23,28.0,53.0,97.0,50.520201,-84.8311178,29.0,95.5,6.28,9.0,,2023,2,11,0,2.39,237.0
91.0,126,359.0,2023-02-11 00:30:47,31.799999999999955,32.0,34.0,4448.76,31.799999999999955,6.188,2.0,3.97,28.0,51.0,96.5,50.5201381,-84.8310812,29.5,98.5,6.188,9.0,,2023,2,11,0,2.39,237.0
91.0,126,330.0,2023-02-11 00:30:48,32.0,32.0,34.0,4454.89,32.0,6.051,2.0,3.75,25.5,46.0,89.0,50.5200757,-84.8310524,28.0,97.0,6.051,9.0,,2023,2,11,0,2.39,237.0
91.0,126,303.0,2023-02-11 00:30:49,32.200000000000045,33.0,34.0,4461.31,32.200000000000045,6.251,2.0,3.69,27.0,50.0,89.0,50.5200083,-84.8310249,25.5,95.0,6.251,9.0,,2023,2,11,0,2.39,237.0
90.0,126,276.0,2023-02-11 00:30:50,32.60000000000002,33.0,34.0,4468.1,32.60000000000002,6.347,2.0,3.53,26.0,51.0,84.5,50.5199392,-84.8309973,24.0,90.5,6.347,9.0,,2023,2,11,0,2.39,237.0
90.0,127,206.0,2023-02-11 00:30:51,32.60000000000002,33.0,34.0,4474.85,32.60000000000002,6.55,2.0,3.44,23.5,48.0,77.0,50.5198708,-84.830963,23.5,85.0,6.55,9.0,,2023,2,11,0,2.39,237.0
91.0,127,198.0,2023-02-11 00:30:52,32.799999999999955,33.0,34.0,4481.42,32.799999999999955,6.446,2.0,3.29,21.5,43.0,70.0,50.5198064,-84.8309268,22.5,79.0,6.446,9.0,,2023,2,11,0,2.39,237.0
92.0,127,197.0,2023-02-11 00:30:53,32.799999999999955,33.0,34.0,4487.85,32.799999999999955,6.46,2.0,3.01,19.0,38.0,62.5,50.519743,-84.8308906,22.0,73.5,6.46,9.0,,2023,2,11,0,2.39,237.0
85.0,127,160.0,2023-02-11 00:30:54,32.799999999999955,33.0,34.0,4494.35,32.799999999999955,6.505,2.0,2.6,14.5,16.0,51.0,50.5196764,-84.8308544,23.5,77.5,6.505,9.0,,2023,2,11,0,2.39,237.0
57.0,127,109.0,2023-02-11 00:30:55,32.60000000000002,34.0,34.0,4501.12,32.60000000000002,6.861,2.0,2.02,12.5,21.0,47.5,50.519608,-84.830818,22.5,,6.861,9.0,,2023,2,11,0,2.39,237.0
30.0,127,57.0,2023-02-11 00:30:56,32.39999999999998,34.0,34.0,4508.21,32.39999999999998,7.056,2.0,0.34,13.0,28.0,48.5,50.5195392,-84.8307813,20.5,,7.056,9.0,,2023,2,11,0,2.39,237.0
2.0,127,0.0,2023-02-11 00:30:57,32.200000000000045,34.0,34.0,4515.36,32.200000000000045,7.083,2.0,0.0,13.0,36.0,49.5,50.5194671,-84.8307447,18.5,,7.083,9.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:30:58,32.0,34.0,35.0,4522.49,32.0,7.274,2.0,-0.25,13.0,43.0,50.5,50.5193948,-84.8307085,16.5,,7.274,9.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:30:59,31.600000000000023,34.0,35.0,4529.93,31.600000000000023,7.419,2.0,-0.94,13.5,51.0,51.5,50.5193223,-84.8306723,14.5,,7.419,9.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:31:00,31.399999999999977,34.0,35.0,4537.47,31.399999999999977,7.612,2.0,-1.69,13.5,58.0,52.5,50.5192454,-84.8306355,12.0,,7.612,9.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:31:01,31.0,34.0,35.0,4544.89,31.0,7.849,2.0,-2.34,13.5,66.0,53.5,50.5191701,-84.8306001,10.0,,7.849,9.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:31:02,30.799999999999955,34.0,36.0,4552.91,30.799999999999955,8.025,2.0,-2.94,14.0,73.0,54.5,50.5190849,-84.83057,8.0,,8.025,9.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:31:03,30.399999999999977,34.0,36.0,4561.03,30.399999999999977,8.055,2.0,-3.4,14.0,81.0,55.5,50.5189973,-84.8305561,6.0,,8.055,9.0,,2023,2,11,0,2.39,237.0
3.0,127,0.0,2023-02-11 00:31:04,30.200000000000045,34.0,36.0,4568.37,30.200000000000045,6.382,2.0,-3.53,14.0,88.0,56.5,50.5189205,-84.8305539,4.0,,6.382,9.0,,2023,2,11,0,2.39,237.0
16.0,127,0.0,2023-02-11 00:31:05,30.0,34.0,37.0,4573.41,30.0,4.014,2.0,-3.5,14.5,96.0,57.0,50.5188654,-84.8305539,2.0,,4.014,9.0,,2023,2,11,0,2.39,237.0
12.0,127,0.0,2023-02-11 00:31:06,29.799999999999955,34.0,37.0,4576.23,29.799999999999955,1.975,2.0,-3.34,,,,50.518836,-84.8305608,,,1.975,9.0,,2023,2,11,0,2.39,237.0
8.0,127,1.0,2023-02-11 00:31:07,29.600000000000023,34.0,37.0,4576.77,29.600000000000023,0.357,2.0,-3.16,,,,50.5188237,-84.830563,,,0.357,9.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:31:29,29.399999999999977,34.0,37.0,4577.9,29.399999999999977,1.592,1.0,0.0,,,,50.5188003,-84.8305721,,,1.592,8.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:31:30,29.200000000000045,34.0,37.0,4580.08,29.200000000000045,2.41,1.0,0.0,,,,50.5187777,-84.8305787,,,2.41,8.0,,2023,2,11,0,2.39,237.0
0.0,127,0.0,2023-02-11 00:31:31,29.200000000000045,34.0,37.0,4583.2,29.200000000000045,3.449,1.0,0.0,,,,50.5187438,-84.8305881,,,3.449,8.0,,2023,2,11,0,2.39,237.0
35.0,127,21.0,2023-02-11 00:31:32,29.0,34.0,37.0,4586.89,29.0,4.41,1.0,0.0,,,,50.518706,-84.8306032,,,4.41,8.0,,2023,2,11,0,2.39,237.0
58.0,127,77.0,2023-02-11 00:31:33,29.0,34.0,37.0,4591.88,29.0,5.186,1.0,0.0,30.0,50.0,97.0,50.518654,-84.8306219,28.0,98.0,5.186,8.0,,2023,2,11,0,2.39,237.0
74.0,128,214.0,2023-02-11 00:31:34,29.0,34.0,37.0,4597.49,29.0,5.835,1.0,0.0,30.5,45.0,96.5,50.5185945,-84.8306475,31.0,98.5,5.835,8.0,,2023,2,11,0,2.39,237.0
81.0,128,266.0,2023-02-11 00:31:35,28.799999999999955,34.0,37.0,4603.46,28.799999999999955,6.228,1.0,0.0,28.5,43.0,90.0,50.518532,-84.8306678,32.5,99.0,6.228,8.0,,2023,2,11,0,2.39,237.0
88.0,128,242.0,2023-02-11 00:31:36,28.799999999999955,34.0,37.0,4609.92,28.799999999999955,6.46,1.0,0.0,17.0,45.0,60.5,50.5184681,-84.830693,30.0,99.0,6.46,8.0,,2023,2,11,0,2.39,237.0
86.0,128,168.0,2023-02-11 00:31:37,28.600000000000023,34.0,37.0,4616.51,28.600000000000023,6.517,1.0,0.0,17.0,50.0,60.5,50.5184008,-84.8307204,25.5,86.0,6.517,8.0,,2023,2,11,0,2.39,237.0
83.0,128,118.0,2023-02-11 00:31:38,28.399999999999977,34.0,37.0,4622.92,28.399999999999977,6.531,1.0,0.0,16.0,47.0,57.0,50.5183336,-84.8307472,21.5,75.5,6.531,8.0,,2023,2,11,0,2.39,237.0
76.0,129,102.0,2023-02-11 00:31:39,28.399999999999977,34.0,37.0,4629.44,28.399999999999977,6.651,1.0,0.0,15.5,55.0,54.5,50.5182694,-84.830781,20.0,69.0,6.651,8.0,,2023,2,11,0,2.39,237.0
53.0,129,90.0,2023-02-11 00:31:40,28.200000000000045,34.0,37.0,4636.26,28.200000000000045,6.603,1.0,0.0,13.0,61.0,55.5,50.5181976,-84.8308112,18.5,63.5,6.603,8.0,,2023,2,11,0,2.39,237.0
37.0,129,0.0,2023-02-11 00:31:41,28.0,34.0,38.0,4642.65,28.0,6.252,1.0,-1.25,0.5,59.0,59.0,50.5181316,-84.8308316,14.5,53.5,6.252,8.0,,2023,2,11,0,2.39,237.0
23.0,129,0.0,2023-02-11 00:31:42,28.0,34.0,38.0,4648.56,28.0,5.952,1.0,-1.55,3.0,56.0,62.0,50.5180691,-84.8308428,13.0,47.0,5.952,8.0,,2023,2,11,0,2.39,237.0
10.0,129,0.0,2023-02-11 00:31:43,28.0,34.0,39.0,4654.6,28.0,5.861,1.0,-1.56,5.5,54.0,65.5,50.5180047,-84.8308315,11.0,41.0,5.861,8.0,,2023,2,11,0,2.39,237.0
0.0,129,0.0,2023-02-11 00:31:44,28.0,34.0,39.0,4660.31,28.0,5.513,2.0,-1.49,8.5,52.0,68.5,50.517947,-84.8308061,9.5,35.0,5.513,8.0,,2023,2,11,0,2.39,237.0
0.0,129,0.0,2023-02-11 00:31:45,28.0,34.0,39.0,4665.28,28.0,4.878,2.0,-1.33,11.5,49.0,72.0,50.5178998,-84.8307791,8.0,29.0,4.878,8.0,,2023,2,11,0,2.39,237.0
0.0,129,0.0,2023-02-11 00:31:46,28.0,34.0,39.0,4669.94,28.0,4.712,2.0,-0.25,14.5,47.0,75.0,50.5178517,-84.8307522,6.5,23.0,4.712,8.0,,2023,2,11,0,2.39,237.0
0.0,129,0.0,2023-02-11 00:31:47,28.0,34.0,39.0,4674.58,28.0,4.318,2.0,0.0,17.5,45.0,78.5,50.5178049,-84.8307249,4.5,17.0,4.318,8.0,,2023,2,11,0,2.39,237.0
22.0,129,12.0,2023-02-11 00:31:48,28.200000000000045,34.0,39.0,4679.09,28.200000000000045,4.52,2.0,0.0,20.5,43.0,81.5,50.5177656,-84.8306903,3.0,10.5,4.52,8.0,,2023,2,11,0,2.39,237.0
60.0,129,47.0,2023-02-11 00:31:49,28.200000000000045,34.0,39.0,4683.88,28.200000000000045,5.533,2.0,0.0,23.5,40.0,85.0,50.5177265,-84.8306478,1.5,4.5,5.533,8.0,,2023,2,11,0,2.39,237.0
69.0,129,115.0,2023-02-11 00:31:50,28.200000000000045,34.0,39.0,4689.85,28.200000000000045,6.277,2.0,0.0,26.0,42.0,88.5,50.5176818,-84.8305817,5.5,17.5,6.277,8.0,,2023,2,11,0,2.39,237.0
82.0,130,481.0,2023-02-11 00:31:51,28.200000000000045,34.0,39.0,4696.65,28.200000000000045,7.047,2.0,0.0,27.5,47.0,92.0,50.5176322,-84.8305078,29.5,94.0,7.047,8.0,,2023,2,11,0,2.39,237.0
95.0,130,573.0,2023-02-11 00:31:52,28.0,34.0,39.0,4704.25,28.0,7.827,2.0,0.0,26.0,53.0,91.5,50.5175749,-84.8304277,31.5,98.0,7.827,8.0,,2023,2,11,0,2.39,237.0
106.0,131,622.0,2023-02-11 00:31:53,28.0,34.0,39.0,4712.59,28.0,8.603,2.0,0.0,26.0,48.0,93.5,50.5175138,-84.830341,28.5,95.5,8.603,8.0,,2023,2,11,0,2.39,237.0
112.0,131,621.0,2023-02-11 00:31:54,28.0,34.0,39.0,4721.32,28.0,8.819,2.0,0.0,25.5,52.0,86.5,50.5174504,-84.8302504,29.0,90.0,8.819,8.0,,2023,2,11,0,2.39,237.0
102.0,132,267.0,2023-02-11 00:31:55,27.799999999999955,34.0,39.0,4730.39,27.799999999999955,9.163,2.0,0.0,24.5,58.0,77.0,50.5173836,-84.8301597,32.0,83.0,9.163,8.0,,2023,2,11,0,2.39,237.0
96.0,132,230.0,2023-02-11 00:31:56,27.600000000000023,34.0,39.0,4740.08,27.600000000000023,9.269,2.0,0.0,27.5,61.0,89.0,50.5173097,-84.8300589,25.5,73.0,9.269,8.0,,2023,2,11,0,2.39,237.0
97.0,132,247.0,2023-02-11 00:31:57,27.600000000000023,34.0,39.0,4749.35,27.600000000000023,9.156,2.0,0.0,26.0,54.0,85.5,50.5172436,-84.8299584,26.0,79.5,9.156,8.0,,2023,2,11,0,2.39,237.0
98.0,132,288.0,2023-02-11 00:31:58,27.399999999999977,34.0,39.0,4758.89,27.399999999999977,9.451,2.0,0.0,24.5,47.0,82.0,50.5171765,-84.8298515,26.5,86.5,9.451,8.0,,2023,2,11,0,2.39,237.0
99.0,133,253.0,2023-02-11 00:31:59,27.200000000000045,34.0,39.0,4768.4,27.200000000000045,9.486,2.0,0.0,23.0,48.0,79.0,50.5171065,-84.8297517,25.5,87.0,9.486,8.0,,2023,2,11,0,2.39,237.0
99.0,133,223.0,2023-02-11 00:32:00,27.200000000000045,34.0,39.0,4778.01,27.200000000000045,9.35,2.0,0.0,22.5,48.0,76.5,50.5170363,-84.8296504,23.0,82.5,9.35,8.0,,2023,2,11,0,2.39,237.0
99.0,133,238.0,2023-02-11 00:32:01,27.0,34.0,39.0,4787.68,27.0,9.303,2.0,0.0,23.5,42.0,74.0,50.5169675,-84.8295494,23.0,82.5,9.303,8.0,,2023,2,11,0,2.39,237.0
98.0,134,265.0,2023-02-11 00:32:02,27.0,34.0,39.0,4797.61,27.0,9.372,2.0,-1.0,24.5,43.0,78.5,50.5168887,-84.8294492,23.5,84.5,9.372,8.0,,2023,2,11,0,2.39,237.0
97.0,134,294.0,2023-02-11 00:32:03,26.799999999999955,34.0,39.0,4807.59,26.799999999999955,9.576,2.0,-1.26,25.5,45.0,84.0,50.516807,-84.8293561,24.5,86.5,9.576,8.0,,2023,2,11,0,2.39,237.0
97.0,134,296.0,2023-02-11 00:32:04,27.0,34.0,40.0,4817.71,27.0,9.504,2.0,-1.16,27.5,46.0,88.5,50.5167161,-84.8292732,26.0,88.0,9.504,8.0,,2023,2,11,0,2.39,237.0
98.0,134,296.0,2023-02-11 00:32:05,27.200000000000045,34.0,40.0,4827.9,27.200000000000045,9.732,2.0,-0.97,29.5,47.0,93.0,50.5166218,-84.829199,28.0,89.5,9.732,8.0,,2023,2,11,0,2.39,237.0
98.0,135,286.0,2023-02-11 00:32:06,27.200000000000045,34.0,40.0,4838.07,27.200000000000045,9.755,2.0,-0.18,27.0,47.0,85.5,50.516528,-84.8291182,26.5,90.5,9.755,8.0,,2023,2,11,0,2.39,237.0
97.0,135,263.0,2023-02-11 00:32:07,27.200000000000045,34.0,40.0,4847.87,27.200000000000045,9.701,2.0,0.0,24.0,45.0,84.0,50.5164418,-84.8290443,25.0,87.0,9.701,8.0,,2023,2,11,0,2.39,237.0
96.0,135,227.0,2023-02-11 00:32:08,27.200000000000045,34.0,40.0,4857.74,27.200000000000045,9.842,2.0,0.0,19.5,37.0,77.5,50.516353,-84.8289657,20.5,70.5,9.842,8.0,,2023,2,11,0,2.39,237.0
98.0,135,174.0,2023-02-11 00:32:09,27.200000000000045,34.0,40.0,4868.0,27.200000000000045,9.9,2.0,0.0,17.5,43.0,71.0,50.5162644,-84.8288763,16.0,56.5,9.9,8.0,,2023,2,11,0,2.39,237.0
77.0,135,179.0,2023-02-11 00:32:10,27.200000000000045,34.0,40.0,4878.11,27.200000000000045,9.913,2.0,0.0,24.5,61.0,88.0,50.5161774,-84.8287914,24.5,85.0,9.913,8.0,,2023,2,11,0,2.39,237.0
76.0,136,188.0,2023-02-11 00:32:11,27.200000000000045,34.0,40.0,4888.25,27.200000000000045,9.807,2.0,0.0,29.5,74.0,91.0,50.5160906,-84.8287025,24.5,80.5,9.807,8.0,,2023,2,11,0,2.39,237.0
83.0,136,205.0,2023-02-11 00:32:12,27.200000000000045,34.0,40.0,4898.16,27.200000000000045,9.544,2.0,0.0,29.5,59.0,90.0,50.5160046,-84.8286187,26.5,84.0,9.544,8.0,,2023,2,11,0,2.39,237.0
92.0,136,286.0,2023-02-11 00:32:13,27.200000000000045,34.0,40.0,4907.96,27.200000000000045,9.637,2.0,0.0,27.0,51.0,88.0,50.5159192,-84.8285311,29.0,89.5,9.637,8.0,,2023,2,11,0,2.39,237.0
96.0,136,298.0,2023-02-11 00:32:14,27.200000000000045,34.0,40.0,4918.11,27.200000000000045,9.711,2.0,0.0,26.0,48.0,86.5,50.5158316,-84.8284457,30.5,94.0,9.711,8.0,,2023,2,11,0,2.39,237.0
96.0,137,284.0,2023-02-11 00:32:15,27.200000000000045,34.0,40.0,4928.22,27.200000000000045,9.808,2.0,0.0,27.5,48.0,87.5,50.5157423,-84.8283576,27.5,94.5,9.808,8.0,,2023,2,11,0,2.39,237.0
96.0,137,276.0,2023-02-11 00:32:16,27.200000000000045,34.0,40.0,4937.93,27.200000000000045,9.7,2.0,0.0,28.5,47.0,91.0,50.5156598,-84.8282751,26.0,88.0,9.7,8.0,,2023,2,11,0,2.39,237.0
96.0,137,272.0,2023-02-11 00:32:17,27.200000000000045,34.0,40.0,4947.9,27.200000000000045,9.646,2.0,0.0,26.0,47.0,86.0,50.5155736,-84.8281921,24.5,84.0,9.646,8.0,,2023,2,11,0,2.39,237.0
96.0,138,243.0,2023-02-11 00:32:18,27.200000000000045,34.0,40.0,4958.11,27.200000000000045,9.822,2.0,0.0,24.5,47.0,82.0,50.5154853,-84.8281018,23.5,82.0,9.822,8.0,,2023,2,11,0,2.39,237.0
96.0,138,214.0,2023-02-11 00:32:19,27.200000000000045,34.0,40.0,4968.01,27.200000000000045,9.623,2.0,0.0,23.5,40.0,78.0,50.5154022,-84.8280175,23.5,81.5,9.623,8.0,,2023,2,11,0,2.39,237.0
94.0,138,206.0,2023-02-11 00:32:20,27.200000000000045,34.0,40.0,4977.62,27.200000000000045,9.859,2.0,0.0,14.5,25.0,61.0,50.5153189,-84.8279309,23.0,79.0,9.859,8.0,,2023,2,11,0,2.39,237.0
87.0,138,198.0,2023-02-11 00:32:21,27.0,34.0,40.0,4987.87,27.0,9.853,2.0,0.0,14.0,29.0,61.5,50.5152284,-84.8278457,23.0,79.0,9.853,8.0,,2023,2,11,0,2.39,237.0
86.0,138,211.0,2023-02-11 00:32:22,27.0,34.0,40.0,4998.33,27.0,9.676,2.0,0.0,21.0,39.0,78.0,50.5151393,-84.8277557,23.5,82.5,9.676,8.0,,2023,2,11,0,2.39,237.0
86.0,139,234.0,2023-02-11 00:32:23,27.0,34.0,40.0,5008.42,27.0,9.759,2.0,0.0,28.0,48.0,94.0,50.5150543,-84.8276662,24.5,85.5,9.759,8.0,,2023,2,11,0,2.39,237.0
87.0,139,258.0,2023-02-11 00:32:24,26.799999999999955,34.0,40.0,5018.45,26.799999999999955,9.798,2.0,0.0,27.5,54.0,93.5,50.5149677,-84.8275751,26.0,90.5,9.798,8.0,,2023,2,11,0,2.39,237.0
87.0,139,273.0,2023-02-11 00:32:25,26.799999999999955,34.0,40.0,5028.25,26.799999999999955,9.776,2.0,0.0,26.0,51.0,90.0,50.5148852,-84.8274848,26.0,89.0,9.776,8.0,,2023,2,11,0,2.39,237.0
87.0,139,259.0,2023-02-11 00:32:26,26.600000000000023,34.0,40.0,5038.25,26.600000000000023,9.918,2.0,0.0,24.5,51.0,86.0,50.514804,-84.8273946,26.5,89.0,9.918,8.0,,2023,2,11,0,2.39,237.0
87.0,140,229.0,2023-02-11 00:32:27,26.600000000000023,34.0,40.0,5048.51,26.600000000000023,9.785,2.0,0.0,24.5,53.0,84.0,50.5147208,-84.8272955,26.5,89.0,9.785,8.0,,2023,2,11,0,2.39,237.0
87.0,140,239.0,2023-02-11 00:32:28,26.600000000000023,34.0,40.0,5058.37,26.600000000000023,9.723,2.0,0.0,26.5,53.0,86.5,50.5146391,-84.8272023,23.0,81.5,9.723,8.0,,2023,2,11,0,2.39,237.0
86.0,140,249.0,2023-02-11 00:32:29,26.600000000000023,34.0,40.0,5068.4,26.600000000000023,9.921,2.0,0.0,26.0,50.0,87.5,50.5145571,-84.8271112,23.0,81.5,9.921,8.0,,2023,2,11,0,2.39,237.0
86.0,140,257.0,2023-02-11 00:32:30,26.399999999999977,34.0,40.0,5078.22,26.399999999999977,9.594,2.0,0.0,26.0,50.0,86.5,50.5144757,-84.8270207,25.5,87.5,9.594,8.0,,2023,2,11,0,2.39,237.0
87.0,141,256.0,2023-02-11 00:32:31,26.399999999999977,34.0,40.0,5088.09,26.399999999999977,9.636,2.0,0.0,26.0,51.0,86.5,50.5143966,-84.8269291,27.5,90.0,9.636,8.0,,2023,2,11,0,2.39,237.0
93.0,141,259.0,2023-02-11 00:32:32,26.399999999999977,34.0,40.0,5098.05,26.399999999999977,9.592,2.0,0.0,26.0,50.0,86.0,50.5143148,-84.8268369,28.0,89.0,9.592,8.0,,2023,2,11,0,2.39,237.0
