distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,heart_rate,year,month,day,hour,wind_speed,wind_direction
6878.97,9.244,2,50.4184804,-84.5155733,9.244,2022-05-30 00:15:54,,103.0,17.0,51.0,59.5,189.0,20.5,67.0,18.0,23.200000000000045,23.200000000000045,-0.53,157.0,2022,5,30,0,4.68,250.0
6888.59,9.244,2,50.4184186,-84.5156845,9.244,2022-05-30 00:15:55,,103.0,17.0,51.0,59.5,219.0,20.5,67.0,18.0,23.200000000000045,23.200000000000045,0.0,156.0,2022,5,30,0,4.68,250.0
6897.85,9.182,2,50.4183667,-84.5157985,9.182,2022-05-30 00:15:56,,102.0,23.5,59.0,78.0,240.0,20.5,68.0,18.0,23.200000000000045,23.200000000000045,0.0,155.0,2022,5,30,0,4.68,250.0
6906.94,9.044,2,50.4183275,-84.5159183,9.044,2022-05-30 00:15:57,,102.0,23.5,50.0,78.0,293.0,20.5,68.0,18.0,23.0,23.0,-0.04,155.0,2022,5,30,0,4.68,250.0
6917.43,9.075,2,50.4183014,-84.5160657,9.075,2022-05-30 00:15:58,,101.0,23.5,52.0,78.0,350.0,20.5,68.0,18.0,23.0,23.0,-0.37,155.0,2022,5,30,0,4.68,250.0
6926.9,9.041,2,50.4182889,-84.5162014,9.041,2022-05-30 00:15:59,,101.0,23.5,53.0,81.0,302.0,21.5,70.0,18.0,23.0,23.0,-0.76,155.0,2022,5,30,0,4.68,250.0
6936.17,8.693,2,50.418285,-84.5163353,8.693,2022-05-30 00:16:00,,100.0,24.0,52.0,88.0,306.0,23.5,75.0,18.0,23.200000000000045,23.200000000000045,-0.43,154.0,2022,5,30,0,4.68,250.0
6945.17,8.526,2,50.4182864,-84.5164653,8.526,2022-05-30 00:16:01,,100.0,24.5,51.0,94.5,309.0,26.0,80.0,18.0,23.200000000000045,23.200000000000045,0.0,154.0,2022,5,30,0,4.68,250.0
6954.01,8.534,2,50.4182904,-84.5165931,8.534,2022-05-30 00:16:02,,106.0,23.5,51.0,83.5,219.0,27.5,85.0,18.0,23.200000000000045,23.200000000000045,0.0,154.0,2022,5,30,0,4.68,250.0
6962.8,8.51,2,50.4182943,-84.5167201,8.51,2022-05-30 00:16:03,,110.0,21.5,52.0,71.5,215.0,25.5,80.0,18.0,23.200000000000045,23.200000000000045,0.06,154.0,2022,5,30,0,4.68,250.0
6971.79,8.432,2,50.418297,-84.51685,8.432,2022-05-30 00:16:04,,107.0,22.0,50.0,71.0,199.0,22.5,73.5,18.0,23.399999999999977,23.399999999999977,0.52,154.0,2022,5,30,0,4.68,250.0
6980.63,8.695,2,50.4182942,-84.5169777,8.695,2022-05-30 00:16:05,,99.0,24.5,46.0,73.5,198.0,22.0,71.5,18.0,23.399999999999977,23.399999999999977,0.75,154.0,2022,5,30,0,4.68,250.0
6989.76,9.006,2,50.418283,-84.5171087,9.006,2022-05-30 00:16:06,,96.0,17.5,36.0,62.5,209.0,21.0,71.0,18.0,23.200000000000045,23.200000000000045,0.29,154.0,2022,5,30,0,4.68,250.0
6999.48,9.189,2,50.4182635,-84.5172467,9.189,2022-05-30 00:16:07,,98.0,18.0,49.0,67.0,208.0,23.5,74.0,18.0,23.0,23.0,0.0,154.0,2022,5,30,0,4.68,250.0
7008.86,9.084,2,50.4182411,-84.5173789,9.084,2022-05-30 00:16:08,,99.0,18.0,50.0,67.5,209.0,23.5,74.0,18.0,22.799999999999955,22.799999999999955,-0.06,154.0,2022,5,30,0,4.68,250.0
7017.94,8.905,2,50.4182174,-84.5175062,8.905,2022-05-30 00:16:09,,100.0,21.5,49.0,73.5,221.0,22.5,71.0,18.0,22.600000000000023,22.600000000000023,-0.6,154.0,2022,5,30,0,4.68,250.0
7027.18,9.017,2,50.4181915,-84.5176352,9.017,2022-05-30 00:16:10,,100.0,24.5,49.0,78.5,261.0,21.5,68.5,18.0,22.399999999999977,22.399999999999977,-1.52,154.0,2022,5,30,0,4.68,250.0
7036.24,9.169,3,50.418164,-84.5177609,9.169,2022-05-30 00:16:11,,101.0,24.0,50.0,78.5,258.0,24.0,75.5,18.0,22.399999999999977,22.399999999999977,-2.09,154.0,2022,5,30,0,4.68,250.0
7045.37,9.063,3,50.4181348,-84.5178868,9.063,2022-05-30 00:16:12,,101.0,23.5,51.0,79.0,251.0,26.0,83.5,18.0,22.399999999999977,22.399999999999977,-2.03,154.0,2022,5,30,0,4.68,250.0
7054.45,8.939,3,50.4181029,-84.5180109,8.939,2022-05-30 00:16:13,,101.0,23.5,52.0,79.0,253.0,27.5,87.5,18.0,22.200000000000045,22.200000000000045,-1.7,154.0,2022,5,30,0,4.68,250.0
7063.61,8.933,3,50.4180697,-84.5181356,8.933,2022-05-30 00:16:14,,101.0,24.5,52.0,81.0,255.0,27.0,84.0,18.0,22.399999999999977,22.399999999999977,-1.39,154.0,2022,5,30,0,4.68,250.0
7072.62,8.733,3,50.4180339,-84.5182566,8.733,2022-05-30 00:16:15,,100.0,25.5,52.0,84.0,246.0,26.0,80.0,18.0,22.399999999999977,22.399999999999977,-0.61,153.0,2022,5,30,0,4.68,250.0
7081.01,8.711,3,50.4179995,-84.5183688,8.711,2022-05-30 00:16:16,,99.0,24.5,53.0,85.5,297.0,26.5,80.5,18.0,22.399999999999977,22.399999999999977,0.0,153.0,2022,5,30,0,4.68,250.0
7089.31,8.603,3,50.4179674,-84.5184806,8.603,2022-05-30 00:16:17,,99.0,24.5,53.0,85.5,309.0,26.5,80.5,18.0,22.399999999999977,22.399999999999977,0.0,153.0,2022,5,30,0,4.68,250.0
7098.78,8.546,3,50.4179365,-84.518611,8.546,2022-05-30 00:16:18,,98.0,27.5,53.0,89.5,343.0,28.5,83.5,18.0,22.399999999999977,22.399999999999977,0.0,153.0,2022,5,30,0,4.68,250.0
7107.25,8.419,3,50.4179046,-84.5187255,8.419,2022-05-30 00:16:19,,97.0,33.5,52.0,98.5,361.0,33.0,91.5,18.0,22.600000000000023,22.600000000000023,0.06,153.0,2022,5,30,0,4.68,250.0
7115.55,8.348,3,50.4178704,-84.5188363,8.348,2022-05-30 00:16:20,,97.0,31.5,52.0,97.0,341.0,33.0,92.0,18.0,22.600000000000023,22.600000000000023,0.5,154.0,2022,5,30,0,4.68,250.0
7124.0,8.313,3,50.417838,-84.5189504,8.313,2022-05-30 00:16:21,,97.0,31.0,51.0,95.0,306.0,34.0,94.0,18.0,22.600000000000023,22.600000000000023,0.49,154.0,2022,5,30,0,4.68,250.0
7132.44,8.252,3,50.4178027,-84.5190628,8.252,2022-05-30 00:16:22,,96.0,30.5,50.0,93.0,272.0,34.5,96.0,18.0,22.799999999999955,22.799999999999955,0.46,154.0,2022,5,30,0,4.68,250.0
7140.74,8.271,3,50.4177678,-84.5191732,8.271,2022-05-30 00:16:23,,96.0,30.0,50.0,91.0,237.0,32.5,92.0,18.0,22.600000000000023,22.600000000000023,0.75,154.0,2022,5,30,0,4.68,250.0
7149.28,8.578,2,50.4177399,-84.5192906,8.578,2022-05-30 00:16:24,,95.0,28.5,52.0,87.5,207.0,29.5,85.0,18.0,22.600000000000023,22.600000000000023,0.34,154.0,2022,5,30,0,4.68,250.0
7158.23,8.839,2,50.4177181,-84.5194167,8.839,2022-05-30 00:16:25,,96.0,23.0,52.0,77.5,195.0,31.0,88.5,18.0,22.600000000000023,22.600000000000023,0.0,153.0,2022,5,30,0,4.68,250.0
7167.43,8.874,2,50.4176991,-84.5195471,8.874,2022-05-30 00:16:26,,97.0,18.5,50.0,65.0,159.0,26.0,80.0,18.0,22.600000000000023,22.600000000000023,0.0,153.0,2022,5,30,0,4.68,250.0
7176.71,8.731,2,50.4176788,-84.5196785,8.731,2022-05-30 00:16:27,,98.0,15.5,46.0,59.5,155.0,25.0,73.0,18.0,22.399999999999977,22.399999999999977,0.0,152.0,2022,5,30,0,4.68,250.0
7186.21,8.587,2,50.4176638,-84.5198142,8.587,2022-05-30 00:16:28,,98.0,14.0,45.0,53.5,142.0,23.5,69.5,18.0,22.399999999999977,22.399999999999977,0.0,152.0,2022,5,30,0,4.68,250.0
7195.17,8.45,2,50.4176587,-84.5199435,8.45,2022-05-30 00:16:29,,97.0,14.0,43.0,49.5,97.0,22.5,69.0,18.0,22.200000000000045,22.200000000000045,-0.04,152.0,2022,5,30,0,4.68,250.0
7203.97,8.063,2,50.4176587,-84.5200707,8.063,2022-05-30 00:16:30,,93.0,12.0,41.0,48.0,30.0,22.5,70.0,18.0,22.399999999999977,22.399999999999977,-0.42,152.0,2022,5,30,0,4.68,250.0
7212.32,7.706,2,50.4176627,-84.520191,7.706,2022-05-30 00:16:31,,77.0,0.5,44.0,51.0,1.0,22.5,70.0,18.0,22.600000000000023,22.600000000000023,-0.37,152.0,2022,5,30,0,4.68,250.0
7220.29,7.402,2,50.4176755,-84.5203049,7.402,2022-05-30 00:16:32,,37.0,0.0,47.0,53.5,0.0,22.5,70.0,18.0,22.600000000000023,22.600000000000023,0.0,152.0,2022,5,30,0,4.68,250.0
7227.81,7.129,2,50.4176915,-84.5204114,7.129,2022-05-30 00:16:33,,11.0,0.0,51.0,56.5,0.0,13.5,47.5,18.0,22.799999999999955,22.799999999999955,0.06,152.0,2022,5,30,0,4.68,250.0
7235.03,6.874,2,50.4177114,-84.5205124,6.874,2022-05-30 00:16:34,,0.0,0.0,54.0,59.0,0.0,7.5,31.5,18.0,22.799999999999955,22.799999999999955,0.59,152.0,2022,5,30,0,4.68,250.0
7241.7,6.215,2,50.4177297,-84.5206055,6.215,2022-05-30 00:16:35,,0.0,0.0,57.0,62.0,0.0,7.5,31.5,18.0,22.799999999999955,22.799999999999955,1.2,152.0,2022,5,30,0,4.68,250.0
7247.47,5.443,2,50.4177439,-84.5206868,5.443,2022-05-30 00:16:36,,27.0,0.0,61.0,64.5,0.0,0.0,36.0,18.0,22.799999999999955,22.799999999999955,1.05,152.0,2022,5,30,0,4.68,250.0
7252.31,4.349,2,50.4177568,-84.5207544,4.349,2022-05-30 00:16:37,,24.0,0.0,64.0,67.5,0.0,0.0,41.0,18.0,22.799999999999955,22.799999999999955,0.72,151.0,2022,5,30,0,4.68,250.0
7256.55,3.619,2,50.4177744,-84.520811,3.619,2022-05-30 00:16:38,,14.0,0.0,67.0,70.0,0.0,0.0,45.5,18.0,23.0,23.0,0.34,150.0,2022,5,30,0,4.68,250.0
7259.4,3.156,2,50.4177873,-84.5208483,3.156,2022-05-30 00:16:39,,0.0,0.0,71.0,73.0,0.0,0.0,50.5,18.0,23.0,23.0,0.0,150.0,2022,5,30,0,4.68,250.0
7261.57,2.419,2,50.4177974,-84.5208765,2.419,2022-05-30 00:16:40,,0.0,0.0,74.0,75.5,0.0,0.0,55.5,18.0,23.0,23.0,0.0,149.0,2022,5,30,0,4.68,250.0
7263.29,1.904,2,50.4178066,-84.5208982,1.904,2022-05-30 00:16:41,,11.0,0.0,77.0,78.5,0.0,0.0,60.0,18.0,23.0,23.0,0.0,148.0,2022,5,30,0,4.68,250.0
7264.24,1.159,2,50.4178164,-84.5209417,1.159,2022-05-30 00:16:46,,0.0,0.0,94.0,92.0,0.0,0.0,84.0,18.0,23.0,23.0,0.0,147.0,2022,5,30,0,4.68,250.0
7265.62,3.532,2,50.4178049,-84.5210023,3.532,2022-05-30 00:16:47,,0.0,0.0,97.0,94.5,0.0,0.0,88.5,18.0,23.200000000000045,23.200000000000045,0.0,147.0,2022,5,30,0,4.68,250.0
7270.2,4.304,2,50.417786,-84.5210633,4.304,2022-05-30 00:16:48,,7.0,8.5,100.0,97.5,444.0,8.0,93.5,18.0,23.200000000000045,23.200000000000045,0.0,146.0,2022,5,30,0,4.68,250.0
7276.19,5.568,2,50.4177526,-84.5211368,5.568,2022-05-30 00:16:49,,36.0,32.5,100.0,98.5,530.0,31.5,97.5,18.0,23.200000000000045,23.200000000000045,0.0,146.0,2022,5,30,0,4.68,250.0
7282.7,6.332,2,50.4177063,-84.5212071,6.332,2022-05-30 00:16:50,,62.0,26.0,100.0,95.0,461.0,30.5,99.0,18.0,23.200000000000045,23.200000000000045,0.0,146.0,2022,5,30,0,4.68,250.0
7289.52,6.774,2,50.4176517,-84.5212728,6.774,2022-05-30 00:16:51,,76.0,26.0,100.0,95.0,431.0,30.5,99.0,18.0,23.200000000000045,23.200000000000045,0.0,146.0,2022,5,30,0,4.68,250.0
7296.87,7.086,2,50.4175896,-84.5213382,7.086,2022-05-30 00:16:52,,81.0,23.5,83.0,91.5,412.0,26.0,95.0,18.0,23.200000000000045,23.200000000000045,0.0,146.0,2022,5,30,0,4.68,250.0
7303.92,7.066,2,50.4175276,-84.5213969,7.066,2022-05-30 00:16:53,,84.0,18.5,49.0,84.0,515.0,17.5,87.5,18.0,23.399999999999977,23.399999999999977,0.04,145.0,2022,5,30,0,4.68,250.0
7311.19,7.256,2,50.4174631,-84.5214561,7.256,2022-05-30 00:16:54,,91.0,25.5,59.0,94.0,412.0,18.0,88.0,18.0,23.600000000000023,23.600000000000023,0.43,145.0,2022,5,30,0,4.68,250.0
7318.73,7.508,2,50.4173968,-84.5215185,7.508,2022-05-30 00:16:55,,92.0,27.0,53.0,95.5,357.0,20.0,90.5,18.0,23.799999999999955,23.799999999999955,1.06,146.0,2022,5,30,0,4.68,250.0
7326.74,7.817,2,50.4173263,-84.521585,7.817,2022-05-30 00:16:56,,93.0,31.0,48.0,98.0,349.0,25.0,91.5,18.0,23.799999999999955,23.799999999999955,1.42,145.0,2022,5,30,0,4.68,250.0
7334.75,7.96,2,50.4172558,-84.5216515,7.96,2022-05-30 00:16:57,,96.0,33.0,48.0,97.5,311.0,32.0,92.0,18.0,23.799999999999955,23.799999999999955,1.48,144.0,2022,5,30,0,4.68,250.0
7342.97,8.128,2,50.4171818,-84.5217158,8.128,2022-05-30 00:16:58,,99.0,27.5,48.0,91.5,273.0,33.0,93.5,18.0,23.799999999999955,23.799999999999955,1.67,144.0,2022,5,30,0,4.68,250.0
7351.29,8.229,2,50.4171026,-84.5217715,8.229,2022-05-30 00:16:59,,100.0,23.5,48.0,82.0,301.0,29.5,87.0,18.0,24.0,24.0,1.5,144.0,2022,5,30,0,4.68,250.0
7359.71,8.393,2,50.4170196,-84.5218194,8.393,2022-05-30 00:17:00,,103.0,23.5,51.0,94.5,312.0,25.5,86.5,18.0,24.0,24.0,1.05,145.0,2022,5,30,0,4.68,250.0
7368.36,8.54,2,50.4169318,-84.5218603,8.54,2022-05-30 00:17:01,,100.0,23.5,52.0,97.5,414.0,24.5,86.5,18.0,24.0,24.0,0.86,145.0,2022,5,30,0,4.68,250.0
7377.12,8.379,2,50.4168429,-84.5219015,8.379,2022-05-30 00:17:02,,100.0,23.5,52.0,97.5,389.0,24.5,86.5,18.0,23.799999999999955,23.799999999999955,0.64,146.0,2022,5,30,0,4.68,250.0
7385.71,8.305,2,50.4167561,-84.5219438,8.305,2022-05-30 00:17:03,,102.0,25.0,52.0,97.5,359.0,26.0,87.5,18.0,24.0,24.0,0.28,147.0,2022,5,30,0,4.68,250.0
7394.34,8.618,2,50.4166678,-84.5219815,8.618,2022-05-30 00:17:04,,102.0,31.5,50.0,96.5,401.0,31.5,91.5,18.0,24.0,24.0,0.0,147.0,2022,5,30,0,4.68,250.0
7403.38,8.814,2,50.4165739,-84.5220146,8.814,2022-05-30 00:17:05,,102.0,34.0,49.0,98.0,407.0,31.0,94.0,18.0,24.0,24.0,0.0,149.0,2022,5,30,0,4.68,250.0
7412.52,8.84,2,50.4164785,-84.5220459,8.84,2022-05-30 00:17:06,,104.0,35.0,49.0,98.5,388.0,32.0,96.0,18.0,24.200000000000045,24.200000000000045,0.0,150.0,2022,5,30,0,4.68,250.0
7421.43,8.806,2,50.4163852,-84.522075,8.806,2022-05-30 00:17:07,,105.0,35.0,50.0,97.0,360.0,34.0,96.0,18.0,24.200000000000045,24.200000000000045,0.04,151.0,2022,5,30,0,4.68,250.0
7430.27,8.685,2,50.4162929,-84.5221043,8.685,2022-05-30 00:17:08,,105.0,32.5,53.0,95.0,353.0,34.5,95.0,18.0,24.399999999999977,24.399999999999977,0.5,151.0,2022,5,30,0,4.68,250.0
7439.0,8.631,2,50.4162021,-84.5221363,8.631,2022-05-30 00:17:09,,106.0,30.5,55.0,93.5,347.0,34.5,94.0,18.0,24.600000000000023,24.600000000000023,1.07,151.0,2022,5,30,0,4.68,250.0
7447.74,8.732,2,50.4161113,-84.5221684,8.732,2022-05-30 00:17:10,,106.0,25.5,51.0,85.5,337.0,32.5,90.5,18.0,24.600000000000023,24.600000000000023,1.34,151.0,2022,5,30,0,4.68,250.0
7456.83,9.078,2,50.4160171,-84.5222024,9.078,2022-05-30 00:17:11,,107.0,24.0,48.0,83.0,357.0,28.5,86.0,18.0,24.600000000000023,24.600000000000023,1.4,152.0,2022,5,30,0,4.68,250.0
7466.49,9.182,2,50.4159172,-84.5222402,9.182,2022-05-30 00:17:12,,107.0,28.5,50.0,90.5,407.0,24.5,83.0,18.0,24.799999999999955,24.799999999999955,1.24,152.0,2022,5,30,0,4.68,250.0
7475.82,9.175,2,50.4158213,-84.5222792,9.175,2022-05-30 00:17:13,,107.0,32.5,56.0,98.5,422.0,26.0,88.0,18.0,24.600000000000023,24.600000000000023,0.99,151.0,2022,5,30,0,4.68,250.0
7485.24,9.193,2,50.415724,-84.5223163,9.193,2022-05-30 00:17:14,,108.0,32.5,39.0,98.5,395.0,26.0,88.0,18.0,24.799999999999955,24.799999999999955,0.42,151.0,2022,5,30,0,4.68,250.0
7494.59,9.182,2,50.4156274,-84.5223534,9.182,2022-05-30 00:17:15,,108.0,32.5,43.0,98.5,444.0,26.0,88.0,18.0,24.799999999999955,24.799999999999955,0.0,151.0,2022,5,30,0,4.68,250.0
7503.77,9.114,2,50.4155333,-84.5223929,9.114,2022-05-30 00:17:16,,108.0,32.5,48.0,98.5,445.0,26.0,88.0,18.0,25.0,25.0,0.0,151.0,2022,5,30,0,4.68,250.0
7512.97,8.956,2,50.4154393,-84.5224342,8.956,2022-05-30 00:17:17,,109.0,32.5,51.0,98.5,448.0,26.0,88.0,18.0,25.200000000000045,25.200000000000045,0.06,152.0,2022,5,30,0,4.68,250.0
7522.1,8.85,2,50.4153464,-84.5224766,8.85,2022-05-30 00:17:18,,110.0,32.5,51.0,98.0,452.0,27.5,89.5,18.0,25.399999999999977,25.399999999999977,0.72,152.0,2022,5,30,0,4.68,250.0
7531.08,8.864,2,50.4152545,-84.5225152,8.864,2022-05-30 00:17:19,,109.0,32.0,51.0,95.5,451.0,31.5,93.5,18.0,25.600000000000023,25.600000000000023,1.53,153.0,2022,5,30,0,4.68,250.0
7539.97,8.935,2,50.4151626,-84.5225509,8.935,2022-05-30 00:17:20,,108.0,28.5,48.0,94.5,504.0,30.5,94.5,18.0,25.799999999999955,25.799999999999955,1.91,155.0,2022,5,30,0,4.68,250.0
7548.94,8.918,2,50.4150698,-84.5225858,8.918,2022-05-30 00:17:21,,107.0,27.5,48.0,94.5,521.0,30.5,95.0,18.0,26.200000000000045,26.200000000000045,2.37,156.0,2022,5,30,0,4.68,250.0
7557.95,8.869,2,50.4149763,-84.5226189,8.869,2022-05-30 00:17:22,,106.0,29.0,48.0,95.0,513.0,31.5,95.5,18.0,26.600000000000023,26.600000000000023,2.99,157.0,2022,5,30,0,4.68,250.0
7567.0,8.814,2,50.4148823,-84.5226523,8.814,2022-05-30 00:17:23,,106.0,32.0,48.0,96.5,494.0,34.0,97.0,18.0,26.799999999999955,26.799999999999955,3.37,159.0,2022,5,30,0,4.68,250.0
7576.09,8.819,2,50.4147882,-84.5226874,8.819,2022-05-30 00:17:24,,105.0,29.5,49.0,98.5,529.0,31.0,97.0,18.0,27.200000000000045,27.200000000000045,3.57,160.0,2022,5,30,0,4.68,250.0
7585.07,8.893,2,50.4146953,-84.5227223,8.893,2022-05-30 00:17:25,,105.0,30.5,49.0,98.5,534.0,32.0,97.5,18.0,27.600000000000023,27.600000000000023,3.9,161.0,2022,5,30,0,4.68,250.0
7593.76,8.834,2,50.4146062,-84.5227596,8.834,2022-05-30 00:17:26,,105.0,32.0,48.0,98.0,526.0,33.5,98.5,18.0,27.799999999999955,27.799999999999955,4.11,161.0,2022,5,30,0,4.68,250.0
7602.34,8.539,2,50.4145182,-84.5227963,8.539,2022-05-30 00:17:27,,105.0,33.5,48.0,98.0,517.0,35.0,99.5,18.0,28.0,28.0,3.6,161.0,2022,5,30,0,4.68,250.0
7611.06,8.716,2,50.4144284,-84.522832,8.716,2022-05-30 00:17:28,,104.0,33.5,48.0,98.0,474.0,35.0,99.5,18.0,28.399999999999977,28.399999999999977,3.0,163.0,2022,5,30,0,4.68,250.0
7619.96,8.786,2,50.4143358,-84.5228638,8.786,2022-05-30 00:17:29,,103.0,33.5,48.0,98.0,462.0,35.0,99.5,18.0,28.600000000000023,28.600000000000023,2.91,163.0,2022,5,30,0,4.68,250.0
7628.68,8.571,2,50.4142458,-84.5228984,8.571,2022-05-30 00:17:30,,102.0,33.5,48.0,98.0,427.0,35.0,99.5,18.0,29.0,29.0,2.82,163.0,2022,5,30,0,4.68,250.0
7637.26,8.578,2,50.4141578,-84.5229353,8.578,2022-05-30 00:17:31,,102.0,30.5,48.0,94.5,404.0,33.5,98.0,18.0,29.399999999999977,29.399999999999977,2.9,164.0,2022,5,30,0,4.68,250.0
7646.07,8.716,2,50.4140663,-84.5229671,8.716,2022-05-30 00:17:32,,102.0,27.0,49.0,90.5,385.0,31.0,96.5,18.0,29.600000000000023,29.600000000000023,3.35,166.0,2022,5,30,0,4.68,250.0
7655.18,9.002,2,50.4139718,-84.5230013,9.002,2022-05-30 00:17:33,,102.0,23.0,49.0,86.5,367.0,29.0,95.0,18.0,29.600000000000023,29.600000000000023,3.55,168.0,2022,5,30,0,4.68,250.0
7664.47,9.121,2,50.4138765,-84.523041,9.121,2022-05-30 00:17:34,,103.0,23.0,49.0,86.5,368.0,26.0,90.0,18.0,29.799999999999955,29.799999999999955,3.08,169.0,2022,5,30,0,4.68,250.0
7673.84,9.096,2,50.4137798,-84.5230783,9.096,2022-05-30 00:17:35,,104.0,23.5,50.0,87.5,383.0,26.0,88.5,18.0,30.0,30.0,2.77,169.0,2022,5,30,0,4.68,250.0
7683.19,9.145,2,50.4136822,-84.5231108,9.145,2022-05-30 00:17:36,,107.0,23.5,51.0,88.0,421.0,30.0,91.0,18.0,30.0,30.0,2.34,170.0,2022,5,30,0,4.68,250.0
7692.59,9.238,2,50.4135851,-84.5231472,9.238,2022-05-30 00:17:37,,108.0,27.0,41.0,89.5,355.0,30.0,91.0,18.0,30.200000000000045,30.200000000000045,1.7,170.0,2022,5,30,0,4.68,250.0
7702.11,9.225,2,50.413488,-84.5231905,9.225,2022-05-30 00:17:38,,109.0,27.0,49.0,89.5,314.0,30.0,91.0,18.0,30.200000000000045,30.200000000000045,1.41,170.0,2022,5,30,0,4.68,250.0
7711.64,9.226,2,50.4133922,-84.5232389,9.226,2022-05-30 00:17:39,,109.0,27.0,45.0,89.5,366.0,30.0,91.0,18.0,30.600000000000023,30.600000000000023,1.29,170.0,2022,5,30,0,4.68,250.0
7721.05,9.234,2,50.4132993,-84.5232923,9.234,2022-05-30 00:17:40,,110.0,24.0,44.0,86.0,361.0,31.5,94.5,18.0,30.799999999999955,30.799999999999955,1.38,171.0,2022,5,30,0,4.68,250.0
7730.41,9.168,2,50.4132083,-84.52335,9.168,2022-05-30 00:17:41,,110.0,21.5,44.0,83.0,309.0,32.5,96.0,18.0,30.799999999999955,30.799999999999955,1.71,171.0,2022,5,30,0,4.68,250.0
7739.78,9.131,2,50.4131186,-84.5234111,9.131,2022-05-30 00:17:42,,109.0,20.0,45.0,77.0,324.0,27.5,88.0,18.0,31.0,31.0,1.71,171.0,2022,5,30,0,4.68,250.0
7749.11,9.19,2,50.4130299,-84.5234742,9.19,2022-05-30 00:17:43,,109.0,21.5,44.0,75.0,322.0,25.0,82.5,18.0,31.200000000000045,31.200000000000045,1.62,171.0,2022,5,30,0,4.68,250.0
7758.5,9.115,2,50.4129411,-84.5235383,9.115,2022-05-30 00:17:44,,109.0,19.0,46.0,71.0,248.0,25.0,81.5,18.0,31.399999999999977,31.399999999999977,2.09,171.0,2022,5,30,0,4.68,250.0
7767.9,9.268,2,50.4128522,-84.5236029,9.268,2022-05-30 00:17:45,,109.0,19.5,50.0,72.0,295.0,24.5,79.5,18.0,31.600000000000023,31.600000000000023,2.12,172.0,2022,5,30,0,4.68,250.0
7777.39,9.425,2,50.4127616,-84.5236657,9.425,2022-05-30 00:17:46,,108.0,21.0,54.0,76.0,324.0,26.0,81.0,18.0,31.600000000000023,31.600000000000023,1.66,172.0,2022,5,30,0,4.68,250.0
7786.73,9.219,2,50.4126722,-84.5237268,9.219,2022-05-30 00:17:47,,109.0,21.0,52.0,76.5,301.0,29.5,87.5,18.0,31.600000000000023,31.600000000000023,1.51,172.0,2022,5,30,0,4.68,250.0
7796.14,9.361,2,50.4125812,-84.5237861,9.361,2022-05-30 00:17:48,,109.0,19.0,46.0,70.5,284.0,28.0,87.0,18.0,31.600000000000023,31.600000000000023,1.26,172.0,2022,5,30,0,4.68,250.0
7805.44,9.492,2,50.4124904,-84.5238421,9.492,2022-05-30 00:17:49,,109.0,19.0,51.0,71.5,304.0,25.0,81.5,18.0,31.600000000000023,31.600000000000023,0.46,173.0,2022,5,30,0,4.68,250.0
7814.86,9.527,2,50.4123981,-84.5238979,9.527,2022-05-30 00:17:50,,110.0,20.0,50.0,74.5,313.0,25.0,81.0,18.0,31.600000000000023,31.600000000000023,0.0,173.0,2022,5,30,0,4.68,250.0
7823.97,9.591,2,50.4123062,-84.523942,9.591,2022-05-30 00:17:51,,111.0,21.0,48.0,76.0,317.0,25.5,81.5,18.0,31.600000000000023,31.600000000000023,0.0,173.0,2022,5,30,0,4.68,250.0
7833.33,9.711,2,50.412208,-84.5239707,9.711,2022-05-30 00:17:52,,112.0,21.0,48.0,76.0,345.0,25.5,81.5,18.0,31.799999999999955,31.799999999999955,0.03,173.0,2022,5,30,0,4.68,250.0
7843.33,9.96,2,50.4121016,-84.5239888,9.96,2022-05-30 00:17:53,,113.0,21.0,48.0,76.0,313.0,25.5,81.5,18.0,31.600000000000023,31.600000000000023,0.35,174.0,2022,5,30,0,4.68,250.0
7853.8,10.105,2,50.4119895,-84.5240021,10.105,2022-05-30 00:17:54,,117.0,21.0,48.0,76.0,322.0,25.5,81.5,18.0,31.600000000000023,31.600000000000023,0.32,174.0,2022,5,30,0,4.68,250.0
7864.32,10.197,3,50.4118769,-84.5240147,10.197,2022-05-30 00:17:55,,117.0,21.0,48.0,76.0,448.0,25.5,81.5,18.0,31.600000000000023,31.600000000000023,0.0,174.0,2022,5,30,0,4.68,250.0
7874.57,10.118,3,50.4117673,-84.5240286,10.118,2022-05-30 00:17:56,,112.0,21.5,48.0,77.5,439.0,25.5,82.0,18.0,31.399999999999977,31.399999999999977,0.0,175.0,2022,5,30,0,4.68,250.0
7885.22,10.097,4,50.4116533,-84.5240412,10.097,2022-05-30 00:17:57,,113.0,28.5,45.0,96.5,529.0,29.0,89.5,18.0,31.399999999999977,31.399999999999977,-0.04,175.0,2022,5,30,0,4.68,250.0
7895.58,10.026,4,50.4115424,-84.5240534,10.026,2022-05-30 00:17:58,,114.0,28.0,47.0,97.5,525.0,26.0,90.5,18.0,31.399999999999977,31.399999999999977,-0.47,175.0,2022,5,30,0,4.68,250.0
